k,mean accuracy,mean log loss
1941,0.7502278,0.38288158
1942,0.7500377,0.38271657
1943,0.75042385,0.38293618
1944,0.7500377,0.38263053
1945,0.7500377,0.38257375
1946,0.74945855,0.3821509
1947,0.74965155,0.38231283
1948,0.75003624,0.38257056
1949,0.7502278,0.3827072
1950,0.75042087,0.38281885
1951,0.7508055,0.38307485
1952,0.75100005,0.3832206
1953,0.75157624,0.38359722
1954,0.75042087,0.38277385
1955,0.75061095,0.3828848
1956,0.75061244,0.382906
1957,0.7504179,0.38278455
1958,0.74887943,0.38170043
1959,0.7496487,0.382222
1960,0.7490725,0.3818525
1961,0.74945706,0.38215208
1962,0.74868786,0.38161793
1963,0.7488809,0.38179702
1964,0.74830174,0.38141683
1965,0.74849474,0.3815749
1966,0.74772257,0.3810609
1967,0.7486878,0.38176617
1968,0.74888086,0.38195008
1969,0.74830174,0.38158864
1970,0.74772257,0.3812046
1971,0.7481087,0.38149548
1972,0.747338,0.38098404
1973,0.74753106,0.38116053
1974,0.74714494,0.38092998
1975,0.7471449,0.38097638
1976,0.7471449,0.38101092
1977,0.7469518,0.3809288
1978,0.7469519,0.38100076
1979,0.7479156,0.3816875
1980,0.7475295,0.3814733
1981,0.7475295,0.38154238
1982,0.7469504,0.3812024
1983,0.74772257,0.3818097
1984,0.74772257,0.38185343
1985,0.7483017,0.38229784
1986,0.74733645,0.3816537
1987,0.7484933,0.3825187
1988,0.74791414,0.3822017
1989,0.7492655,0.38320014
1990,0.74888086,0.38298827
1991,0.7494556,0.38344926
1992,0.7498417,0.3838111
1993,0.74964863,0.3837532
1994,0.74964863,0.38383302
1995,0.74945563,0.38376284
1996,0.7492626,0.38367963
1997,0.7494556,0.38387388
1998,0.7492655,0.3838143
1999,0.7496516,0.38414103
2000,0.74907243,0.38381067
2001,0.74926555,0.3840133
2002,0.74887943,0.38383007
2003,0.7490725,0.38403583
2004,0.74926555,0.38425356
2005,0.74907094,0.3841824
2006,0.74907094,0.38425845
2007,0.74945706,0.38458192
2008,0.74926406,0.38449875
2009,0.7506139,0.38550693
2010,0.7502278,0.38529748
2011,0.7506139,0.38560385
2012,0.7504209,0.38552126
2013,0.7506139,0.38571364
2014,0.7502278,0.385494
2015,0.7502278,0.38555878
2016,0.7506139,0.3859042
2017,0.7502278,0.38571113
2018,0.75003475,0.38563746
2019,0.7498417,0.38557395
2020,0.75042087,0.38603452
2021,0.7511931,0.38664204
2022,0.75042087,0.38617557
2023,0.750614,0.3863637
2024,0.7502278,0.38616973
2025,0.7502278,0.38623863
2026,0.7502278,0.38631013
2027,0.7504209,0.38650602
2028,0.74945563,0.38591045
2029,0.7492626,0.3858424
2030,0.74887645,0.38564414
2031,0.74945563,0.3861262
2032,0.7496487,0.3863436
2033,0.75042087,0.38696325
2034,0.7490695,0.3861262
2035,0.75003475,0.38687152
2036,0.7490695,0.38627762
2037,0.7492626,0.3864977
2038,0.74964863,0.38684937
2039,0.7500347,0.38719174
2040,0.74926406,0.38673633
2041,0.75003475,0.38735908
2042,0.74926406,0.38691235
2043,0.7496502,0.38726473
2044,0.74984324,0.3874967
2045,0.74945706,0.3873209
2046,0.7494572,0.38740626
2047,0.74926406,0.38734585
2048,0.748878,0.38717556
2049,0.7481057,0.38671717
2050,0.7484919,0.38705617
2051,0.74926406,0.38766104
2052,0.74887943,0.38746592
2053,0.74887943,0.38754204
2054,0.7484933,0.3873306
2055,0.7481072,0.38713038
2056,0.7484933,0.38745815
2057,0.74849176,0.38753194
2058,0.74868333,0.38772047
2059,0.74849033,0.387658
2060,0.74849033,0.3877271
2061,0.74868333,0.3879303
2062,0.74868333,0.38799578
2063,0.7492625,0.3884626
2064,0.74926263,0.38852066
2065,0.74926263,0.3885785
2066,0.74849033,0.38809884
2067,0.74849033,0.38815185
2068,0.74829733,0.38808
2069,0.7479127,0.38786379
2070,0.74829876,0.38816726
2071,0.74771965,0.38781273
2072,0.7479142,0.38799855
2073,0.7484919,0.38844794
2074,0.7483003,0.38836694
2075,0.7486849,0.3886668
2076,0.7488779,0.38883132
2077,0.74945563,0.38926634
2078,0.74926406,0.38916117
2079,0.74907094,0.38907436
2080,0.74907094,0.38910002
2081,0.7490681,0.38912067
2082,0.7490695,0.3891439
2083,0.74887645,0.3890564
2084,0.74868345,0.38896126
2085,0.7492626,0.3894108
2086,0.74926406,0.38944048
2087,0.74868333,0.38907245
2088,0.7492625,0.38950738
2089,0.74964726,0.3898061
2090,0.7496487,0.3898383
2091,0.74887645,0.3893337
2092,0.7481057,0.3888473
2093,0.74868345,0.38928184
2094,0.74829876,0.38904566
2095,0.74945563,0.38985345
2096,0.7490695,0.38962027
2097,0.7502263,0.39045292
2098,0.7502263,0.3904906
2099,0.75041944,0.3906533
2100,0.75041944,0.39069396
2101,0.75061095,0.390858
2102,0.7508055,0.39102945
2103,0.75080097,0.39106235
2104,0.7504178,0.39084312
2105,0.75138015,0.3915472
2106,0.75118715,0.39144653
2107,0.75138015,0.39162883
2108,0.7509956,0.39140302
2109,0.7527301,0.3926348
2110,0.7527301,0.3926668
2111,0.7525371,0.39258033
2112,0.7515762,0.3919634
2113,0.75292456,0.39293015
2114,0.7510029,0.391645
2115,0.75234544,0.3926281
2116,0.7517707,0.39228365
2117,0.752543,0.39286956
2118,0.7515777,0.39223862
2119,0.7515732,0.39228693
2120,0.75138015,0.3922074
2121,0.75176483,0.39252526
2122,0.75118566,0.39216512
2123,0.75099266,0.39208952
2124,0.75041795,0.39174744
2125,0.75060797,0.39191934
2126,0.75022185,0.39170346
2127,0.75079656,0.39215034
2128,0.7504105,0.39192885
2129,0.7507967,0.39223784
2130,0.7507967,0.39228198
2131,0.7511827,0.39259988
2132,0.75002444,0.39184633
2133,0.7511827,0.3927024
2134,0.7509897,0.39260983
2135,0.7511827,0.39279196
2136,0.7509897,0.39271364
2137,0.75156885,0.39317423
2138,0.75118715,0.3929666
2139,0.75118715,0.39300936
2140,0.7513802,0.39319533
2141,0.7515732,0.39339858
2142,0.75118715,0.39320117
2143,0.7509941,0.393107
2144,0.7509941,0.39316803
2145,0.7509941,0.39322153
2146,0.75138015,0.3935509
2147,0.7509941,0.393338
2148,0.7509941,0.39339596
2149,0.7509926,0.3934617
2150,0.750994,0.39353135
2151,0.75041497,0.39318982
2152,0.75060797,0.3933861
2153,0.75002885,0.39304864
2154,0.75022185,0.3932509
2155,0.75022185,0.39330643
2156,0.75022185,0.3933653
2157,0.75003034,0.39328012
2158,0.74925816,0.39281413
2159,0.74906504,0.39271992
2160,0.74829286,0.3922395
2161,0.74829286,0.3923046
2162,0.74809986,0.39224443
2163,0.7482929,0.3924442
2164,0.74829143,0.39251813
2165,0.7482929,0.3925888
2166,0.7480999,0.39250523
2167,0.7480999,0.392565
2168,0.7479068,0.39248562
2169,0.7475207,0.39227027
2170,0.74674994,0.39178535
2171,0.7461708,0.39142737
2172,0.7461708,0.39149696
2173,0.7461708,0.39156368
2174,0.7461708,0.39162686
2175,0.7463639,0.39181772
2176,0.74675,0.39213973
2177,0.74635947,0.39193484
2178,0.7471316,0.39253247
2179,0.7473246,0.39273334
2180,0.7469386,0.39252776
2181,0.7467455,0.39244467
2182,0.7469386,0.39264798
2183,0.74597335,0.39203683
2184,0.7463579,0.39236552
2185,0.7463579,0.3924281
2186,0.74577874,0.3920876
2187,0.7453927,0.39188504
2188,0.7453927,0.39194316
2189,0.7457788,0.39225882
2190,0.74558574,0.39219353
2191,0.74539125,0.39211357
2192,0.7453927,0.39217225
2193,0.74558574,0.3923605
2194,0.7453927,0.39229572
2195,0.74539274,0.3923542
2196,0.74578327,0.3926921
2197,0.74404585,0.39155385
2198,0.74443185,0.39187908
2199,0.7436597,0.39141822
2200,0.74404424,0.3917595
2201,0.74308646,0.39116716
2202,0.7427003,0.3909705
2203,0.7413548,0.39010933
2204,0.7394259,0.38886705
2205,0.736536,0.38694364
2206,0.73576087,0.38648266
2207,0.73480153,0.3858841
2208,0.734414,0.38568506
2209,0.73210335,0.38414377
2210,0.73306704,0.3848887
2211,0.7307519,0.38335901
2212,0.7309435,0.38355973
2213,0.7276675,0.38135338
2214,0.7282467,0.38184962
2215,0.72457874,0.3793826
2216,0.7241927,0.37919003
2217,0.72342193,0.3787399
2218,0.72284424,0.3784251
2219,0.7211068,0.3772964
2220,0.72149295,0.3776501
2221,0.71936935,0.37625468
2222,0.71936643,0.37632006
2223,0.7182096,0.3755862
2224,0.71763194,0.37526968
2225,0.7166682,0.37468672
2226,0.7162835,0.37451333
2227,0.715896,0.37432235
2228,0.7162835,0.37467116
2229,0.71435297,0.37342185
2230,0.7137754,0.37311095
2231,0.71242255,0.37226304
2232,0.7126186,0.37248266
2233,0.7114632,0.37178215
2234,0.7114632,0.3718421
2235,0.7095327,0.3705769
2236,0.7091466,0.37040246
2237,0.7083744,0.3699658
2238,0.7081814,0.36989433
2239,0.7083744,0.37013188
2240,0.70837593,0.37019363
2241,0.7066355,0.3690564
2242,0.70451486,0.36767977
2243,0.7008469,0.36522895
2244,0.69872636,0.3638396
2245,0.69834024,0.3636716
2246,0.69641125,0.3624351
2247,0.6958321,0.3621221
2248,0.6946782,0.3614044
2249,0.694099,0.3610926
2250,0.6927477,0.3602304
2251,0.6919754,0.35974652
2252,0.6910102,0.3591677
2253,0.6913963,0.35951146
2254,0.6894658,0.35826463
2255,0.6894658,0.35834876
2256,0.6896589,0.35854092
2257,0.6896589,0.35863933
2258,0.68850213,0.35791618
2259,0.6879229,0.35757935
2260,0.6879229,0.35767323
2261,0.6888882,0.35842505
2262,0.68599385,0.35651812
2263,0.686573,0.3569845
2264,0.6840633,0.35530654
2265,0.68425643,0.35551143
2266,0.6840634,0.3554648
2267,0.6840633,0.35554236
2268,0.68213284,0.3542857
2269,0.68193835,0.35424107
2270,0.68078154,0.3535018
2271,0.6809746,0.353702
2272,0.68097454,0.35376665
2273,0.68097454,0.35382777
2274,0.68039834,0.35350457
2275,0.68059146,0.35371274
2276,0.6805884,0.35377166
2277,0.6805884,0.35383824
2278,0.67865795,0.35257217
2279,0.6784649,0.35250643
2280,0.67807883,0.3523012
2281,0.67807883,0.35237837
2282,0.6747999,0.35018098
2283,0.6747999,0.3502493
2284,0.6736416,0.34951946
2285,0.6742208,0.35000306
2286,0.67402774,0.34994224
2287,0.6734486,0.34958386
2288,0.67306244,0.3493641
2289,0.67267644,0.34916535
2290,0.67209727,0.3488409
2291,0.6717111,0.34861833
2292,0.67209727,0.34894025
2293,0.67209727,0.34902474
2294,0.6715196,0.34867305
2295,0.6719057,0.34899443
2296,0.67036134,0.34796578
2297,0.67055285,0.34816122
2298,0.6709404,0.34848464
2299,0.67151797,0.34895402
2300,0.6709404,0.34860012
2301,0.6707473,0.3485108
2302,0.67055726,0.34845397
2303,0.6705543,0.34852543
2304,0.67074734,0.3487067
2305,0.6705543,0.34860805
2306,0.6701697,0.34839436
2307,0.6697836,0.34816542
2308,0.6705558,0.3487584
2309,0.6701697,0.34855443
2310,0.6705557,0.34886736
2311,0.6701697,0.34866476
2312,0.67036265,0.34887332
2313,0.6705558,0.3490953
2314,0.6703642,0.34902018
2315,0.6705557,0.34920385
2316,0.6697866,0.34874165
2317,0.6701697,0.349083
2318,0.67016965,0.34914866
2319,0.6703627,0.34936395
2320,0.67016965,0.3492942
2321,0.6699766,0.34924045
2322,0.6692059,0.3487918
2323,0.6697851,0.34928185
2324,0.66959053,0.34922653
2325,0.66997516,0.34957308
2326,0.6701683,0.34978974
2327,0.6697821,0.34959742
2328,0.66958904,0.34954184
2329,0.66997516,0.34989265
2330,0.66881835,0.34917897
2331,0.67016673,0.35019964
2332,0.66978204,0.35000992
2333,0.66997516,0.35023308
2334,0.66881686,0.34952015
2335,0.6690099,0.34973153
2336,0.66824067,0.3492775
2337,0.6684337,0.34948832
2338,0.6680476,0.3493117
2339,0.6680476,0.34940228
2340,0.66824067,0.3496235
2341,0.6686238,0.34997588
2342,0.6686253,0.3500581
2343,0.66823775,0.34986442
2344,0.667663,0.3495506
2345,0.6674699,0.34948435
2346,0.6674699,0.34955806
2347,0.6672784,0.3495057
2348,0.66805065,0.3501146
2349,0.6686283,0.35059243
2350,0.6680491,0.35027257
2351,0.6682421,0.3504853
2352,0.66824067,0.35057345
2353,0.6678561,0.350382
2354,0.6684367,0.350863
2355,0.6678575,0.35053927
2356,0.66882277,0.35128677
2357,0.6688213,0.35135683
2358,0.6688213,0.3514304
2359,0.6688213,0.35150877
2360,0.6697866,0.35226193
2361,0.6697866,0.35233307
2362,0.669788,0.35241553
2363,0.6694019,0.3522263
2364,0.66998106,0.35270414
2365,0.6697866,0.35264903
2366,0.6709374,0.3535278
2367,0.6701697,0.3530662
2368,0.67132795,0.3539497
2369,0.6709434,0.35376433
2370,0.6715225,0.3542385
2371,0.67171556,0.35444632
2372,0.6709434,0.35398063
2373,0.6709434,0.35406023
2374,0.67248785,0.35520825
2375,0.6721017,0.3550218
2376,0.67383915,0.35629156
2377,0.6726808,0.35555694
2378,0.67364454,0.35630083
2379,0.673067,0.3559727
2380,0.6749915,0.35737637
2381,0.6747985,0.3573064
2382,0.67653435,0.35857773
2383,0.67537904,0.35784537
2384,0.6759553,0.3583076
2385,0.6757623,0.35823426
2386,0.676533,0.35884005
2387,0.67498857,0.35783905
2388,0.6753746,0.35816875
2389,0.6744108,0.3575553
2390,0.67692053,0.35936266
2391,0.67518306,0.3582204
2392,0.6763413,0.35908476
2393,0.6746055,0.35794276
2394,0.6759583,0.35894078
2395,0.67499745,0.3583459
2396,0.67441976,0.35801277
2397,0.6742267,0.35795355
2398,0.6757697,0.35909268
2399,0.67519194,0.3587703
2400,0.6757711,0.35924017
2401,0.67461133,0.3585126
2402,0.6771209,0.36032006
2403,0.6763488,0.35986143
2404,0.6761557,0.35980454
2405,0.6751905,0.3592022
2406,0.6769279,0.3604746
2407,0.6757711,0.35974127
2408,0.67615867,0.36009124
2409,0.67596567,0.36001444
2410,0.67635614,0.36036253
2411,0.6753923,0.35976344
2412,0.67655075,0.36063308
2413,0.6748133,0.35950845
2414,0.6755899,0.360121
2415,0.6738524,0.35898933
2416,0.6748177,0.35973197
2417,0.6738524,0.35914642
2418,0.6742385,0.35950628
2419,0.6734664,0.35904938
2420,0.67404693,0.35952765
2421,0.6726956,0.35868388
2422,0.67076504,0.35742807
2423,0.6694137,0.35657513
2424,0.67037904,0.35731882
2425,0.6686415,0.356196
2426,0.6694137,0.35680968
2427,0.6682554,0.35608625
2428,0.6713442,0.3583011
2429,0.67057204,0.35783905
2430,0.67095816,0.3581808
2431,0.6684514,0.3565187
2432,0.6692222,0.35713524
2433,0.666714,0.35547823
2434,0.6686401,0.35688654
2435,0.6663249,0.35536024
2436,0.6676749,0.3563669
2437,0.66594034,0.35522127
2438,0.66594034,0.3552949
2439,0.66497505,0.35468447
2440,0.66651946,0.3558084
2441,0.6645904,0.35453153
2442,0.66555566,0.35526603
2443,0.6645919,0.35465634
2444,0.66439885,0.35458055
2445,0.6634337,0.35397
2446,0.6643989,0.3546922
2447,0.66381973,0.35433203
2448,0.6645919,0.35490677
2449,0.66381973,0.35441977
2450,0.66381973,0.35445708
2451,0.66362673,0.3543662
2452,0.6638198,0.35454652
2453,0.66362673,0.35443678
2454,0.6642059,0.354874
2455,0.6642059,0.35490495
2456,0.66555727,0.35586512
2457,0.6653642,0.35575175
2458,0.6655572,0.3559056
2459,0.66536415,0.35579312
2460,0.6655572,0.35595402
2461,0.6643989,0.35517785
2462,0.6651696,0.35574088
2463,0.6645905,0.35535836
2464,0.66632056,0.35657784
2465,0.66535676,0.35591865
2466,0.667859,0.35766506
2467,0.6676659,0.35754877
2468,0.66901433,0.358496
2469,0.66786194,0.35770994
2470,0.66940194,0.3587874
2471,0.6686341,0.35826302
2472,0.6695994,0.35893658
2473,0.6695994,0.3589352
2474,0.66997963,0.35921064
2475,0.6690173,0.3585508
2476,0.6713265,0.36016375
2477,0.6713265,0.36017948
2478,0.67228585,0.3608436
2479,0.6713295,0.36017165
2480,0.6728635,0.36122623
2481,0.6722902,0.36082092
2482,0.67286205,0.36121324
2483,0.67228436,0.360805
2484,0.67460096,0.3624
2485,0.67248625,0.36092582
2486,0.67384654,0.36186662
2487,0.67191756,0.3605231
2488,0.6759789,0.36332697
2489,0.67230946,0.36077878
2490,0.6800315,0.36613515
2491,0.6765581,0.36372387
2492,0.67887616,0.36534935
2493,0.676175,0.36349103
2494,0.6781055,0.3648364
2495,0.67385834,0.3619027
2496,0.67289317,0.36125788
2497,0.66787523,0.35780215
2498,0.66671693,0.35699877
2499,0.66420734,0.3552564
2500,0.6653656,0.35606015
2501,0.6626629,0.3541983
2502,0.66034627,0.35259518
2503,0.6591909,0.35180756
2504,0.66034925,0.3526176
2505,0.65977013,0.35221428
2506,0.6599617,0.35235062
2507,0.65938103,0.35196596
2508,0.658995,0.35170752
2509,0.6574506,0.35064578
2510,0.6560992,0.34971374
2511,0.65513396,0.34905702
2512,0.65474784,0.34881678
2513,0.6539756,0.3482966
2514,0.6551325,0.34911615
2515,0.65416723,0.34846967
2516,0.65416723,0.34848216
2517,0.6541687,0.34849986
2518,0.6543573,0.3486449
2519,0.6537782,0.34826273
2520,0.6551281,0.34921524
2521,0.654935,0.34909594
2522,0.65532106,0.3493821
2523,0.653009,0.34780452
2524,0.6549395,0.34915692
2525,0.6535881,0.34823722
2526,0.65359104,0.34826285
2527,0.65301335,0.34788334
2528,0.65552294,0.349636
2529,0.6543647,0.34884444
2530,0.6543647,0.34886363
2531,0.6537856,0.34848827
2532,0.6553285,0.34958628
2533,0.6528203,0.34787306
2534,0.6537856,0.34857577
2535,0.64683574,0.34379438
2536,0.64838016,0.34488097
2537,0.64606357,0.34329784
2538,0.6460606,0.343318
2539,0.64509535,0.34266928
2540,0.6456745,0.34309036
2541,0.64432317,0.34218472
2542,0.64624923,0.34354955
2543,0.64547706,0.3430459
2544,0.64605767,0.34346917
2545,0.6431619,0.34149626
2546,0.64412713,0.342223
2547,0.6425827,0.3411796
2548,0.6439341,0.3421414
2549,0.64277875,0.34137315
2550,0.6431648,0.34166512
2551,0.64220405,0.3410228
2552,0.6431678,0.34172598
2553,0.6422025,0.3410938
2554,0.6445177,0.34271213
2555,0.64316636,0.34181735
2556,0.64432466,0.34267363
2557,0.6435524,0.3421803
2558,0.64451766,0.34289384
2559,0.64335936,0.34213033
2560,0.6464482,0.34430796
2561,0.64432466,0.34287828
2562,0.64799106,0.34546006
2563,0.6456745,0.3439016
2564,0.6499127,0.34689957
2565,0.64721,0.34508103
2566,0.65029436,0.34725767
2567,0.648943,0.3463773
2568,0.6541554,0.35006148
2569,0.6529971,0.3493056
2570,0.65647197,0.35175517
2571,0.6539668,0.35006306
2572,0.65570724,0.35133806
2573,0.65416276,0.35031992
2574,0.65532106,0.3511779
2575,0.6518462,0.3488379
2576,0.6533905,0.3499664
2577,0.6516532,0.34882823
2578,0.6537767,0.3503596
2579,0.6508824,0.34842056
2580,0.65339214,0.3502193
2581,0.64953107,0.34759265
2582,0.65030324,0.3482005
2583,0.6477936,0.34653255
2584,0.64914495,0.34754574
2585,0.64528394,0.34493715
2586,0.6472144,0.34635168
2587,0.6468283,0.34616408
2588,0.6502914,0.34863466
2589,0.6473957,0.3466978
2590,0.6475887,0.34689528
2591,0.6460443,0.345886
2592,0.64700955,0.3466206
2593,0.6456582,0.34575287
2594,0.6460444,0.34608054
2595,0.64527214,0.34561187
2596,0.6499053,0.3488803
2597,0.648747,0.34813988
2598,0.6539594,0.35181814
2599,0.65376633,0.35174602
2600,0.65357184,0.3516766
2601,0.6520274,0.3506829
2602,0.65086913,0.34995347
2603,0.6497108,0.34923097
2604,0.6514483,0.3505197
2605,0.6504831,0.3499334
2606,0.6508692,0.35028368
2607,0.65029144,0.34996912
2608,0.65067613,0.35032547
2609,0.65048444,0.35027045
2610,0.6522205,0.35154712
2611,0.65087205,0.35068455
2612,0.6531887,0.3523653
2613,0.6531887,0.3524433
2614,0.6558914,0.35441646
2615,0.6549261,0.353832
2616,0.6551191,0.3540479
2617,0.6541554,0.35347065
2618,0.6537693,0.35327575
2619,0.6524179,0.3524239
2620,0.65319014,0.3530341
2621,0.6516472,0.35203856
2622,0.6524164,0.35265428
2623,0.65067893,0.35155788
2624,0.65087205,0.3517634
2625,0.6502929,0.3514448
2626,0.6493291,0.3508774
2627,0.64894307,0.35068136
2628,0.6493291,0.35103607
2629,0.6483639,0.35045445
2630,0.64874995,0.35078707
2631,0.64797777,0.350315
2632,0.6483639,0.35066706
2633,0.6472071,0.34992415
2634,0.64913905,0.35133085
2635,0.64817375,0.35074392
2636,0.648753,0.35121077
2637,0.6479808,0.35074845
2638,0.6483668,0.35109013
2639,0.64701545,0.3502273
2640,0.6477877,0.3508342
2641,0.64682245,0.3502478
2642,0.64624333,0.34993106
2643,0.6458572,0.34972933
2644,0.64643633,0.35021287
2645,0.6452781,0.34950924
2646,0.64547116,0.34972182
2647,0.644892,0.3494185
2648,0.6454681,0.34988457
2649,0.64411676,0.34903044
2650,0.6443113,0.34922588
2651,0.64353913,0.34876344
2652,0.64353913,0.34883356
2653,0.643153,0.3486119
2654,0.64276695,0.34839502
2655,0.64238083,0.34818298
2656,0.64238226,0.3482588
2657,0.6419962,0.34803456
2658,0.6419962,0.34811586
2659,0.64083785,0.34739777
2660,0.6408438,0.34747443
2661,0.64026463,0.3471499
2662,0.63949245,0.34669942
2663,0.63891476,0.34637108
2664,0.63891476,0.34645194
2665,0.63833714,0.34614563
2666,0.6381441,0.34608215
2667,0.6373749,0.34562483
2668,0.6366026,0.34516695
2669,0.6354473,0.34440288
2670,0.63602495,0.3448636
2671,0.6339059,0.34345552
2672,0.6339073,0.3434957
2673,0.6337143,0.3433722
2674,0.6339073,0.34357247
2675,0.6337143,0.34349805
2676,0.63371426,0.3435747
2677,0.632749,0.34296897
2678,0.6331351,0.3433342
2679,0.6317838,0.34247312
2680,0.63216984,0.34282956
2681,0.6317837,0.34266436
2682,0.6312046,0.3423509
2683,0.63023937,0.34178346
2684,0.63023937,0.34185538
2685,0.6292741,0.34129548
2686,0.6292741,0.34140354
2687,0.6290811,0.34137756
2688,0.628695,0.3412197
2689,0.6279228,0.34078813
2690,0.6281158,0.34103268
2691,0.6265729,0.34007087
2692,0.6256091,0.33949625
2693,0.6246439,0.33893722
2694,0.6236786,0.3383643
2695,0.62310094,0.33805686
2696,0.6229094,0.3380211
2697,0.6221372,0.337603
2698,0.62252325,0.33797905
2699,0.6219441,0.33767986
2700,0.62194556,0.3377755
2701,0.62175256,0.33774146
2702,0.62194556,0.3379786
2703,0.6213679,0.3376773
2704,0.6213679,0.33777365
2705,0.62079024,0.3374754
2706,0.62098324,0.3377069
2707,0.61963195,0.3368605
2708,0.61963195,0.33696076
2709,0.617899,0.33585185
2710,0.61809206,0.3360632
2711,0.61751425,0.33575636
2712,0.6175143,0.33584818
2713,0.61712825,0.3356841
2714,0.61712825,0.33577383
2715,0.616356,0.33533138
2716,0.616549,0.3355677
2717,0.61558676,0.3350028
2718,0.6155883,0.3351072
2719,0.6148175,0.3346814
2720,0.61462605,0.3346508
2721,0.6140469,0.3343368
2722,0.6134677,0.33402246
2723,0.61230934,0.3333122
2724,0.61211634,0.3332595
2725,0.61134416,0.33281368
2726,0.6111511,0.33275253
2727,0.6098056,0.33189458
2728,0.60903347,0.3314399
2729,0.6078751,0.3307173
2730,0.6078737,0.3307948
2731,0.6072945,0.33047685
2732,0.6072945,0.33055285
2733,0.6063293,0.32998008
2734,0.60613626,0.32992515
2735,0.6042057,0.32867008
2736,0.6036266,0.32834926
2737,0.6034335,0.3282826
2738,0.6043987,0.32904187
2739,0.60266125,0.3279227
2740,0.6018891,0.32745057
2741,0.5999601,0.32618427
2742,0.5997656,0.32614288
2743,0.5993794,0.325972
2744,0.5997626,0.32632232
2745,0.59744596,0.3248058
2746,0.5966752,0.32437122
2747,0.5951308,0.32339647
2748,0.5968682,0.32469177
2749,0.5966752,0.3246411
2750,0.5970613,0.3250042
2751,0.5970613,0.32510892
2752,0.5964807,0.3247834
2753,0.5957085,0.32431915
2754,0.5962876,0.32479042
2755,0.59570855,0.32446274
2756,0.59628475,0.3249374
2757,0.59589857,0.32475588
2758,0.5970569,0.3256759
2759,0.59667075,0.32551545
2760,0.5970569,0.3258641
2761,0.59647775,0.32555243
2762,0.5974385,0.32629386
2763,0.59763163,0.32649785
2764,0.5974385,0.32645884
2765,0.5974385,0.3265061
2766,0.5972455,0.32643488
2767,0.59763163,0.32675767
2768,0.5991761,0.32789364
2769,0.59975517,0.32837135
2770,0.59936917,0.3281871
2771,0.6011065,0.32947618
2772,0.6011065,0.32954162
2773,0.6014927,0.32989416
2774,0.6020719,0.3303748
2775,0.6022649,0.33056742
2776,0.6024579,0.33076996
2777,0.6022649,0.3307202
2778,0.6034231,0.3316114
2779,0.60303706,0.3313964
2780,0.60361624,0.33181912
2781,0.60303706,0.3314551
2782,0.6036162,0.33192474
2783,0.602844,0.3314577
2784,0.60400236,0.3323344
2785,0.60187876,0.3309412
2786,0.6028425,0.3316483
2787,0.59569675,0.3267297
2788,0.5956908,0.32676983
2789,0.5966516,0.32749835
2790,0.5970333,0.3278306
2791,0.6014557,0.33097905
2792,0.5978085,0.3285008
2793,0.5999156,0.33001798
2794,0.59779954,0.32859984
2795,0.5995266,0.32984644
2796,0.5985658,0.32921088
2797,0.59971964,0.3300689
2798,0.5979896,0.32891342
2799,0.6014571,0.33137485
2800,0.6016502,0.33156794
2801,0.6016472,0.33163685
2802,0.60242087,0.33223614
2803,0.5999053,0.33055142
2804,0.5999053,0.33060628
2805,0.59741783,0.32893306
2806,0.59605914,0.32802963
2807,0.59896225,0.33006987
2808,0.5989623,0.33009273
2809,0.60204965,0.33226952
2810,0.6024357,0.3325744
2811,0.60281736,0.33289665
2812,0.6020437,0.33242863
2813,0.5945177,0.3272703
2814,0.59276986,0.32609874
2815,0.5823481,0.3189163
2816,0.58291095,0.31933945
2817,0.5821388,0.31882235
2818,0.58001524,0.31738225
2819,0.5780892,0.31607616
2820,0.57692796,0.3152967
2821,0.577314,0.31558478
2822,0.57615715,0.31478676
2823,0.57654184,0.31507674
2824,0.57576966,0.3145594
2825,0.5751904,0.3141742
2826,0.57364905,0.3131322
2827,0.574038,0.31343406
2828,0.5750048,0.31414092
2829,0.5755825,0.3145687
2830,0.57654774,0.31525943
2831,0.57442564,0.3138232
2832,0.57577693,0.31482142
2833,0.5761631,0.31514066
2834,0.5759745,0.3150404
2835,0.5767467,0.31558704
2836,0.5773288,0.31600222
2837,0.57541466,0.31467813
2838,0.5729197,0.31294674
2839,0.5686785,0.31002364
2840,0.56713855,0.30895478
2841,0.5646348,0.30720204
2842,0.56656826,0.30851537
2843,0.56637824,0.30838734
2844,0.5675365,0.30917686
2845,0.56811565,0.30958644
2846,0.5702392,0.31108803
2847,0.5688878,0.31020695
2848,0.56927544,0.3105214
2849,0.5692769,0.31053415
2850,0.57081985,0.31163207
2851,0.569663,0.31086192
2852,0.5686978,0.3102223
2853,0.56811863,0.30984497
2854,0.5710159,0.31189096
2855,0.5665757,0.3088488
2856,0.57082283,0.31181154
2857,0.5667702,0.30903038
2858,0.5659965,0.30851182
2859,0.5632938,0.30663356
2860,0.5671504,0.30932754
2861,0.5665757,0.30895656
2862,0.5687007,0.31045943
2863,0.5685077,0.31035596
2864,0.5694655,0.3110568
2865,0.5698517,0.31135893
2866,0.5723524,0.31310117
2867,0.57254547,0.31323797
2868,0.5750551,0.31498653
2869,0.5762134,0.3157935
2870,0.5864096,0.32287246
2871,0.58718175,0.32341272
2872,0.5902647,0.32556564
2873,0.5887217,0.32452944
2874,0.59199613,0.32686463
2875,0.5921892,0.32706955
2876,0.5914141,0.32659513
