k,mean accuracy,mean log loss
1001,0.72743756,0.25177702
1002,0.72743756,0.25197053
1003,0.7272445,0.2520236
1004,0.7272445,0.25220898
1005,0.72685844,0.25213543
1006,0.72685844,0.25233218
1007,0.7264723,0.2522374
1008,0.7264723,0.25240302
1009,0.7264723,0.25258428
1010,0.7264723,0.2527243
1011,0.72627926,0.25273138
1012,0.72608626,0.25272402
1013,0.72589314,0.25271922
1014,0.72589314,0.2528319
1015,0.72570014,0.25282595
1016,0.72570014,0.25295845
1017,0.72589314,0.25321445
1018,0.7260862,0.25347415
1019,0.7260862,0.25358874
1020,0.7260862,0.25374207
1021,0.72589314,0.25372314
1022,0.72589314,0.25386527
1023,0.72589314,0.25400606
1024,0.7260862,0.25428054
1025,0.7260862,0.2544158
1026,0.7260862,0.2545665
1027,0.7260862,0.25472623
1028,0.72589314,0.25477165
1029,0.72589314,0.2549062
1030,0.7257001,0.25496778
1031,0.7255071,0.25501627
1032,0.7255071,0.25517303
1033,0.7255071,0.25538233
1034,0.7255071,0.25557148
1035,0.7255071,0.25578222
1036,0.7255071,0.25599962
1037,0.7257001,0.25628734
1038,0.7257001,0.25650236
1039,0.7257001,0.25669256
1040,0.7257001,0.25689325
1041,0.7257001,0.25712842
1042,0.7257001,0.2573495
1043,0.7257001,0.2575917
1044,0.7257001,0.25783864
1045,0.7257001,0.25807458
1046,0.7257001,0.25829035
1047,0.72589314,0.2586674
1048,0.72589314,0.2589308
1049,0.72589314,0.2591948
1050,0.72589314,0.25947118
1051,0.72589314,0.25972143
1052,0.72589314,0.25999337
1053,0.72589314,0.26025242
1054,0.72589314,0.26053005
1055,0.72589314,0.26079893
1056,0.72589314,0.26107118
1057,0.72608626,0.2614884
1058,0.72608626,0.26179343
1059,0.72608626,0.26206362
1060,0.72608626,0.26231584
1061,0.72608626,0.26258653
1062,0.72608626,0.26286075
1063,0.72608626,0.26312
1064,0.72608626,0.26336637
1065,0.7264723,0.26389265
1066,0.7264723,0.26417896
1067,0.7272445,0.26499078
1068,0.7272445,0.26527557
1069,0.7270515,0.26541823
1070,0.7270515,0.26568407
1071,0.7274376,0.26618963
1072,0.7272445,0.26633662
1073,0.7272459,0.2665946
1074,0.7270529,0.26671976
1075,0.7272459,0.26708263
1076,0.7272459,0.26732713
1077,0.7268599,0.26729575
1078,0.7270529,0.26767576
1079,0.72685987,0.2678173
1080,0.7270529,0.268222
1081,0.72686136,0.2683832
1082,0.72686136,0.26865405
1083,0.72802114,0.2697006
1084,0.72802114,0.2699239
1085,0.72802114,0.27010688
1086,0.72802114,0.27028686
1087,0.7287934,0.27099714
1088,0.72840726,0.27091745
1089,0.7286003,0.2712379
1090,0.7282142,0.27119145
1091,0.7289864,0.2719528
1092,0.7287933,0.27204654
1093,0.7295655,0.2727989
1094,0.7295655,0.27303073
1095,0.7305308,0.2738971
1096,0.7305308,0.27409378
1097,0.7309169,0.27456293
1098,0.7299517,0.27410576
1099,0.73072386,0.27480793
1100,0.7307224,0.27496558
1101,0.732843,0.2766217
1102,0.73245686,0.27653694
1103,0.734573,0.27815533
1104,0.73437995,0.27817845
1105,0.7349606,0.27873522
1106,0.73419136,0.2783747
1107,0.7347735,0.27897155
1108,0.7347735,0.27913517
1109,0.7340027,0.27876824
1110,0.7336167,0.2786548
1111,0.7359377,0.28039992
1112,0.7349724,0.27985805
1113,0.73651534,0.28108093
1114,0.73632085,0.28107956
1115,0.739022,0.2830935
1116,0.73844284,0.28282356
1117,0.74095404,0.2846943
1118,0.74076104,0.2846914
1119,0.7419193,0.28561443
1120,0.74153614,0.28547814
1121,0.7426959,0.28639585
1122,0.74307907,0.2867862
1123,0.7440443,0.28756094
1124,0.74327064,0.28715542
1125,0.74327064,0.28728124
1126,0.7424969,0.286866
1127,0.74269146,0.28714237
1128,0.7421123,0.2868649
1129,0.74172914,0.2867245
1130,0.74153614,0.2867093
1131,0.7417321,0.28696457
1132,0.74192226,0.2872475
1133,0.7425073,0.2877989
1134,0.7425073,0.28796893
1135,0.74231565,0.28797403
1136,0.74231577,0.28808564
1137,0.74154353,0.28766447
1138,0.7417366,0.2879061
1139,0.74039114,0.28708282
1140,0.74039114,0.28722245
1141,0.7401981,0.287239
1142,0.73942596,0.28683898
1143,0.7388497,0.28658038
1144,0.7388497,0.28673667
1145,0.7376987,0.28609246
1146,0.7376987,0.28623
1147,0.73692954,0.28586382
1148,0.73692954,0.28602123
1149,0.73596424,0.28550103
1150,0.7363504,0.2859202
1151,0.73519355,0.28527647
1152,0.7351936,0.28541726
1153,0.7348104,0.2852789
1154,0.73519653,0.28566983
1155,0.73693395,0.2870283
1156,0.7363548,0.28678274
1157,0.73712707,0.28746992
1158,0.7380923,0.28829265
1159,0.7357786,0.2868307
1160,0.7363563,0.28736436
1161,0.73462033,0.28630108
1162,0.73481333,0.28658336
1163,0.73249674,0.28511196
1164,0.733266,0.28577632
1165,0.7319147,0.2849945
1166,0.73210776,0.2852528
1167,0.7309494,0.28459543
1168,0.7307564,0.28458646
1169,0.72882885,0.28337896
1170,0.729601,0.28404388
1171,0.72882736,0.28363383
1172,0.7290205,0.28387505
1173,0.72709143,0.28266367
1174,0.72709286,0.2827822
1175,0.7243961,0.28104416
1176,0.7249753,0.281578
1177,0.7216934,0.27943695
1178,0.7218879,0.2797182
1179,0.72053653,0.2789197
1180,0.7203435,0.27891487
1181,0.71957123,0.2785125
1182,0.71957123,0.27865404
1183,0.7174477,0.2773283
1184,0.71764076,0.27758035
1185,0.7155172,0.27625924
1186,0.7155172,0.2764122
1187,0.7135882,0.27522612
1188,0.71378124,0.27548948
1189,0.7112745,0.2739026
1190,0.71146756,0.2741858
1191,0.70954007,0.27297553
1192,0.70973015,0.2732424
1193,0.7076066,0.2718919
1194,0.70722204,0.27176404
1195,0.70490986,0.27027413
1196,0.70452523,0.27015236
1197,0.7029823,0.2692243
1198,0.7029823,0.26935697
1199,0.70105183,0.26815373
1200,0.7020156,0.26895183
1201,0.6997019,0.26748306
1202,0.6997019,0.2676162
1203,0.6973897,0.26613384
1204,0.6977759,0.26653826
1205,0.6960399,0.2654723
1206,0.6956538,0.2653362
1207,0.6937233,0.2641217
1208,0.6939164,0.2643882
1209,0.69140667,0.26276568
1210,0.69102055,0.26263556
1211,0.6896692,0.26181573
1212,0.6896692,0.26192027
1213,0.68831784,0.2610984
1214,0.6881248,0.26109275
1215,0.6873526,0.26066884
1216,0.6873526,0.26077965
1217,0.68619436,0.26009867
1218,0.68619436,0.2602156
1219,0.68465143,0.25924712
1220,0.6850375,0.25963432
1221,0.68426526,0.2592253
1222,0.6844584,0.25945917
1223,0.68291396,0.25851136
1224,0.6829139,0.2586236
1225,0.6823348,0.2583453
1226,0.68252784,0.25861835
1227,0.6821418,0.25846523
1228,0.6821417,0.25857806
1229,0.68136954,0.2581609
1230,0.6815626,0.25840068
1231,0.68117654,0.2582541
1232,0.68117654,0.25838464
1233,0.6809834,0.25838178
1234,0.6807904,0.25839952
1235,0.6804043,0.25826532
1236,0.6804043,0.2583947
1237,0.6796321,0.25796586
1238,0.6796321,0.25809938
1239,0.6796321,0.25824675
1240,0.6796321,0.25840265
1241,0.67905295,0.25815147
1242,0.67924607,0.25842196
1243,0.67924607,0.25856555
1244,0.679246,0.2587077
1245,0.679246,0.25884283
1246,0.679246,0.25900477
1247,0.679246,0.25919178
1248,0.679246,0.25935188
1249,0.67885983,0.25924498
1250,0.67905295,0.25954583
1251,0.67866683,0.2594598
1252,0.6784738,0.25949377
1253,0.67808765,0.2593965
1254,0.67808765,0.25955796
1255,0.67808765,0.2597238
1256,0.67789465,0.25975564
1257,0.6777016,0.25979257
1258,0.67789316,0.26012573
1259,0.67750704,0.2600706
1260,0.67750704,0.26028168
1261,0.67750704,0.2604772
1262,0.67750704,0.26067102
1263,0.67750704,0.26089066
1264,0.67750704,0.26111025
1265,0.677314,0.2612306
1266,0.677314,0.26148346
1267,0.677314,0.26172715
1268,0.677314,0.26197606
1269,0.67750704,0.2623563
1270,0.67750704,0.26260757
1271,0.6777001,0.26300862
1272,0.6778931,0.26341787
1273,0.6782793,0.26395622
1274,0.6782793,0.2642445
1275,0.6782793,0.26452687
1276,0.67847234,0.26494288
1277,0.67847085,0.26523852
1278,0.67866385,0.26566324
1279,0.67866385,0.26596132
1280,0.67866385,0.2662328
1281,0.6788569,0.26665556
1282,0.67866385,0.26682264
1283,0.67866385,0.26712793
1284,0.67866385,0.26743963
1285,0.6784708,0.26760158
1286,0.6784708,0.26789272
1287,0.6784708,0.2681853
1288,0.6784708,0.26847437
1289,0.6784708,0.26878387
1290,0.6784708,0.2690733
1291,0.67866385,0.26948553
1292,0.6788569,0.26991487
1293,0.67904997,0.27032024
1294,0.679243,0.27075028
1295,0.6794361,0.27118173
1296,0.6794361,0.27146742
1297,0.6800167,0.27217582
1298,0.6798237,0.27233416
1299,0.67982364,0.27262336
1300,0.6800167,0.27304032
1301,0.6800167,0.27333134
1302,0.6798237,0.2735037
1303,0.67982364,0.2737962
1304,0.6798237,0.27409822
1305,0.6800167,0.27452332
1306,0.6800167,0.27481952
1307,0.6800167,0.27511472
1308,0.68020976,0.2755427
1309,0.6804028,0.27596027
1310,0.6804028,0.27625242
1311,0.6804028,0.2765527
1312,0.68020976,0.27671677
1313,0.68020976,0.2769965
1314,0.68020976,0.27727628
1315,0.6804028,0.2777024
1316,0.6804028,0.27799302
1317,0.68078893,0.27854934
1318,0.68078893,0.2788341
1319,0.68059593,0.27897638
1320,0.68059593,0.27927178
1321,0.68059736,0.2795704
1322,0.680982,0.28011808
1323,0.6809834,0.28042436
1324,0.68117654,0.2808527
1325,0.6817542,0.28154868
1326,0.6817542,0.28183156
1327,0.68194723,0.2822538
1328,0.68194723,0.28253266
1329,0.68175423,0.2826719
1330,0.68175423,0.28294542
1331,0.6821403,0.28349677
1332,0.68194723,0.283643
1333,0.68214023,0.2840665
1334,0.6817542,0.28408378
1335,0.68194574,0.284474
1336,0.6817527,0.2846288
1337,0.68252486,0.2854572
1338,0.6823318,0.28561202
1339,0.6827179,0.28616637
1340,0.6825249,0.2863234
1341,0.6825249,0.28660616
1342,0.6825249,0.28690097
1343,0.6825249,0.2871862
1344,0.6825249,0.28747517
1345,0.68233335,0.28762394
1346,0.68233335,0.28790483
1347,0.68233335,0.28819504
1348,0.68233335,0.2884796
1349,0.6821403,0.28862593
1350,0.68233335,0.28903574
1351,0.68233335,0.2893198
1352,0.68233335,0.28959805
1353,0.68233335,0.28986835
1354,0.68252647,0.29028293
1355,0.68175423,0.29000932
1356,0.68175423,0.2902897
1357,0.6815612,0.2904262
1358,0.6815612,0.29069477
1359,0.6815612,0.29097933
1360,0.6815612,0.2912536
1361,0.68175423,0.29166785
1362,0.68194723,0.2920813
1363,0.6817542,0.29221243
1364,0.6817542,0.292488
1365,0.68194276,0.29289564
1366,0.68194276,0.2931712
1367,0.682908,0.29410994
1368,0.6823289,0.29398242
1369,0.6832942,0.29492736
1370,0.6836802,0.295464
1371,0.6836802,0.2957453
1372,0.68406636,0.2962969
1373,0.68445385,0.2968381
1374,0.68445385,0.29711443
1375,0.68406785,0.29713032
1376,0.68445385,0.297677
1377,0.684451,0.2979495
1378,0.684451,0.29822713
1379,0.6846441,0.29863423
1380,0.6848371,0.29905614
1381,0.68638146,0.30040225
1382,0.68696064,0.30106106
1383,0.6871537,0.30146563
1384,0.6877314,0.30214733
1385,0.6877299,0.3024302
1386,0.68811446,0.30296677
1387,0.6888867,0.30375892
1388,0.6896574,0.30455393
1389,0.69195473,0.30640498
1390,0.6917617,0.30654377
1391,0.6946545,0.30880508
1392,0.6946545,0.30906272
1393,0.69677365,0.3107958
1394,0.69696677,0.31118217
1395,0.69715977,0.3115745
1396,0.69735277,0.31196597
1397,0.69696665,0.31195724
1398,0.69735277,0.3124856
1399,0.69966936,0.31433743
1400,0.69966936,0.31459367
1401,0.70024854,0.31525087
1402,0.70024854,0.315509
1403,0.7010207,0.3163075
1404,0.7010207,0.31657156
1405,0.70121527,0.3169604
1406,0.7016014,0.3174847
1407,0.70160276,0.31774244
1408,0.70218194,0.31838447
1409,0.7041124,0.3199564
1410,0.7043055,0.3203273
1411,0.7060445,0.32176933
1412,0.7068167,0.32254037
1413,0.7087472,0.3240983
1414,0.7099055,0.32512623
1415,0.71202904,0.32681113
1416,0.7122221,0.32716367
1417,0.71376795,0.32845482
1418,0.71376795,0.32866928
1419,0.7156985,0.33020744
1420,0.7156985,0.33040863
1421,0.7156985,0.33060792
1422,0.71531236,0.3305306
1423,0.7162776,0.33137962
1424,0.7162776,0.3315598
1425,0.7160846,0.33159125
1426,0.7156985,0.33150008
1427,0.71473324,0.33098847
1428,0.7145402,0.33101872
1429,0.7143471,0.33104086
1430,0.7143471,0.33119807
1431,0.713768,0.33094135
1432,0.713768,0.33109117
1433,0.713768,0.3312429
1434,0.713768,0.33139434
1435,0.7133819,0.3312537
1436,0.713768,0.33164006
1437,0.7133819,0.3314859
1438,0.71318877,0.33145896
1439,0.7129957,0.3314163
1440,0.7129957,0.33152
1441,0.7124165,0.331219
1442,0.71222353,0.33119982
1443,0.7118374,0.33102944
1444,0.7118374,0.33110157
1445,0.71106523,0.33064958
1446,0.71106523,0.33075207
1447,0.71029603,0.33029017
1448,0.71029603,0.330371
1449,0.710103,0.33032316
1450,0.710103,0.33038765
1451,0.7095238,0.33005148
1452,0.70971686,0.3302496
1453,0.7093307,0.330056
1454,0.7091376,0.3299802
1455,0.7091376,0.33003274
1456,0.7091376,0.33008614
1457,0.70875156,0.32987422
1458,0.7089446,0.33007434
1459,0.70894456,0.33014852
1460,0.70894456,0.3302099
1461,0.70817536,0.3297446
1462,0.70817685,0.32979506
1463,0.7070186,0.32903603
1464,0.7070186,0.32910717
1465,0.7060534,0.3284952
1466,0.70643944,0.32879582
1467,0.70528114,0.32806727
1468,0.70528114,0.32813817
1469,0.7048951,0.32793432
1470,0.7048951,0.32799926
1471,0.7039298,0.3273867
1472,0.70412284,0.3275845
1473,0.70335066,0.32709926
1474,0.70335066,0.32712346
1475,0.70335066,0.3271584
1476,0.7035437,0.32732588
1477,0.7037367,0.32750043
1478,0.7037367,0.32753602
1479,0.70335066,0.32725048
1480,0.7031576,0.3271684
1481,0.702577,0.32681546
1482,0.702577,0.32684702
1483,0.7019978,0.32650146
1484,0.7019978,0.32654354
1485,0.7019978,0.32659066
1486,0.7019978,0.32663852
1487,0.7016117,0.3264293
1488,0.7016117,0.32646376
1489,0.70141864,0.32638687
1490,0.70141864,0.32645917
1491,0.70006734,0.32556275
1492,0.70006734,0.32561296
1493,0.6998743,0.3255361
1494,0.6998743,0.32558998
1495,0.69948816,0.32537246
1496,0.69948816,0.32541916
1497,0.69968116,0.32562608
1498,0.69968116,0.3256646
1499,0.69968116,0.32572404
1500,0.69968116,0.32578155
1501,0.69968116,0.32584104
1502,0.69968116,0.325892
1503,0.69948816,0.32583508
1504,0.69948816,0.3259023
1505,0.69948816,0.32596046
1506,0.69948816,0.3260289
1507,0.69948816,0.3260955
1508,0.69948816,0.3261436
1509,0.6992951,0.3260848
1510,0.6992951,0.3261519
1511,0.69910204,0.32608223
1512,0.69910204,0.32615247
1513,0.69910204,0.3262217
1514,0.69910204,0.32628804
1515,0.698909,0.3262325
1516,0.698909,0.32631692
1517,0.698909,0.32635212
1518,0.698909,0.3264093
1519,0.698909,0.3264785
1520,0.698909,0.32654768
1521,0.698909,0.32661325
1522,0.698909,0.3266979
1523,0.698909,0.32675618
1524,0.698909,0.3268044
1525,0.698909,0.3268602
1526,0.698909,0.326928
1527,0.698909,0.3269944
1528,0.698909,0.32705396
1529,0.698909,0.32712096
1530,0.698909,0.32718533
1531,0.698909,0.32724681
1532,0.698909,0.32730377
1533,0.698909,0.32736447
1534,0.698909,0.32744208
1535,0.698909,0.3274991
1536,0.698909,0.32755923
1537,0.698909,0.32762933
1538,0.698909,0.3276834
1539,0.698909,0.32773864
1540,0.698909,0.32779303
1541,0.698909,0.32784852
1542,0.698909,0.3279094
1543,0.698909,0.3279747
1544,0.698909,0.32803875
1545,0.698909,0.32810357
1546,0.698909,0.32817698
1547,0.698909,0.3282457
1548,0.698909,0.32831734
1549,0.698909,0.32837418
1550,0.698909,0.3284417
1551,0.698909,0.32851794
1552,0.698909,0.32858413
1553,0.698909,0.32865697
1554,0.6987159,0.32859474
1555,0.6987159,0.32865876
1556,0.6987159,0.32872882
1557,0.69852436,0.32866275
1558,0.6987159,0.32887492
1559,0.69852436,0.32880646
1560,0.69852436,0.32887867
1561,0.69833136,0.3288019
1562,0.69833136,0.3288601
1563,0.6981398,0.3287942
1564,0.6981398,0.32887188
1565,0.6981398,0.3289348
1566,0.6981398,0.32898352
1567,0.6979467,0.32891944
1568,0.6979467,0.32898194
1569,0.6979467,0.3290349
1570,0.6979467,0.32909647
1571,0.6979467,0.32916766
1572,0.6979467,0.32924113
1573,0.69775367,0.3291698
1574,0.69775367,0.3292205
1575,0.69775367,0.3292962
1576,0.6979467,0.32949987
1577,0.6971745,0.32902974
1578,0.6971745,0.32905966
1579,0.69698143,0.3289805
1580,0.69698143,0.3290425
1581,0.69698143,0.3291037
1582,0.69698143,0.32916307
1583,0.69698143,0.32922038
1584,0.69698143,0.32926336
1585,0.69698143,0.3293123
1586,0.69698143,0.32937047
1587,0.69698143,0.32942325
1588,0.69698143,0.32948625
1589,0.69698,0.32954365
1590,0.69698,0.3296112
1591,0.69698,0.329645
1592,0.69698,0.3297141
1593,0.69698,0.32979044
1594,0.69698,0.3298646
1595,0.69678694,0.32979378
1596,0.69678694,0.32982865
1597,0.69678694,0.32990223
1598,0.69678694,0.3299454
1599,0.69678694,0.33002177
1600,0.69678694,0.3300723
1601,0.69678694,0.3301157
1602,0.69678694,0.33018264
1603,0.69678694,0.3302609
1604,0.69697994,0.33045316
1605,0.6975591,0.33091837
1606,0.6973661,0.33084854
1607,0.6981383,0.33144397
1608,0.69775224,0.3312594
1609,0.69794524,0.331463
1610,0.69794524,0.33154005
1611,0.69813836,0.33174556
1612,0.69813836,0.3317937
1613,0.6983314,0.3319882
1614,0.6985244,0.33219963
1615,0.6989106,0.33256513
1616,0.6991036,0.33276516
1617,0.6996828,0.33324754
1618,0.6998758,0.33347374
1619,0.70006883,0.3336811
1620,0.70006883,0.33378533
1621,0.700841,0.33442602
1622,0.70045483,0.3342319
1623,0.70026183,0.3341911
1624,0.70026183,0.33429927
1625,0.70064795,0.33467445
1626,0.70026195,0.33450443
1627,0.70045495,0.33475366
1628,0.6998758,0.33446664
1629,0.70045495,0.33499852
1630,0.70026183,0.33497936
1631,0.70006883,0.33497268
1632,0.70026183,0.33523387
1633,0.70064795,0.3356293
1634,0.7010341,0.336003
1635,0.70219237,0.33692685
1636,0.70219237,0.3370406
1637,0.70219237,0.33716315
1638,0.70219237,0.33726174
1639,0.702577,0.3376402
1640,0.7023854,0.33763927
1641,0.7027685,0.3380299
1642,0.70257694,0.33802384
1643,0.70276856,0.33827978
1644,0.7021909,0.33798608
1645,0.7021879,0.33809382
1646,0.7021879,0.3382042
1647,0.7029601,0.33886272
1648,0.702767,0.33882815
1649,0.7031532,0.33919975
1650,0.7031532,0.3393192
1651,0.7031532,0.33941907
1652,0.702767,0.33923253
1653,0.70315176,0.33958697
1654,0.7027656,0.3393674
1655,0.70315176,0.33972722
1656,0.7027656,0.33953413
1657,0.7041124,0.3405115
1658,0.7041124,0.34052747
1659,0.7043055,0.3407
1660,0.70392096,0.3404795
1661,0.70430696,0.34078234
1662,0.70430696,0.3408328
1663,0.7048847,0.34129697
1664,0.7046917,0.3412171
1665,0.70469314,0.34128064
1666,0.70488626,0.3414636
1667,0.7052723,0.34178835
1668,0.7050792,0.3416731
1669,0.7054653,0.34199107
1670,0.7054653,0.34203115
1671,0.70585144,0.342288
1672,0.7056584,0.3422225
1673,0.70604295,0.34253412
1674,0.7056569,0.34231022
1675,0.7056569,0.34236488
1676,0.7056569,0.3424303
1677,0.70604295,0.34277353
1678,0.70604295,0.342813
1679,0.70604295,0.342858
1680,0.70585144,0.34280747
1681,0.706236,0.34312287
1682,0.70604444,0.3430534
1683,0.70604444,0.3431086
1684,0.70604444,0.34316027
1685,0.70604444,0.3432379
1686,0.70604444,0.3432948
1687,0.7066236,0.34374103
1688,0.7062375,0.3435469
1689,0.7066236,0.34387743
1690,0.7070097,0.34420654
1691,0.70758885,0.3446866
1692,0.7072028,0.3444735
1693,0.7075888,0.34482172
1694,0.70701116,0.3444611
1695,0.70701116,0.34449863
1696,0.70701116,0.34457576
1697,0.7075888,0.34505957
1698,0.7073958,0.34502056
1699,0.70777893,0.34538415
1700,0.7073943,0.3451697
1701,0.7073943,0.34524605
1702,0.7066236,0.34479004
1703,0.7066236,0.3448725
1704,0.7066236,0.3449528
1705,0.7068151,0.34517282
1706,0.7068151,0.34526637
1707,0.7070082,0.34546167
1708,0.7064291,0.3451627
1709,0.7066221,0.3453591
1710,0.7064291,0.34531194
1711,0.7068151,0.3456704
1712,0.7068151,0.34576824
1713,0.7068151,0.3458658
1714,0.7070082,0.34608907
1715,0.7073943,0.34646302
1716,0.7072013,0.3464168
1717,0.7073929,0.34665942
1718,0.7068137,0.34636718
1719,0.70700675,0.34660274
1720,0.70700675,0.3466676
1721,0.70700675,0.3467731
1722,0.7068151,0.3467399
1723,0.70700675,0.3469848
1724,0.7064276,0.34669128
1725,0.7066207,0.34692824
1726,0.7064291,0.3468883
1727,0.7066221,0.3471063
1728,0.7064291,0.34704256
1729,0.7068151,0.34739336
1730,0.7064291,0.3472023
1731,0.7068151,0.34755492
1732,0.706429,0.34736878
1733,0.706429,0.3474545
1734,0.706429,0.3475478
1735,0.706429,0.34763783
1736,0.706622,0.34785476
1737,0.706622,0.34795478
1738,0.706429,0.34791476
1739,0.7066221,0.34813637
1740,0.7062375,0.34796175
1741,0.7062375,0.34806246
1742,0.7062375,0.3481678
1743,0.7062375,0.3482721
1744,0.70604444,0.34822538
1745,0.70604444,0.34831375
1746,0.7056598,0.34814
1747,0.7056598,0.34821054
1748,0.7056598,0.34830445
1749,0.70585287,0.34850886
1750,0.7058544,0.34857598
1751,0.7058544,0.34865022
1752,0.70527524,0.348328
1753,0.7056613,0.34866002
1754,0.70527524,0.34848508
1755,0.7056613,0.34883606
1756,0.70527524,0.34865156
1757,0.7058544,0.34914976
1758,0.7054683,0.34897932
1759,0.7056613,0.34918234
1760,0.7050821,0.3488822
1761,0.7056598,0.34934273
1762,0.7050806,0.34899762
1763,0.7052737,0.34918088
1764,0.7048891,0.3489578
1765,0.7048891,0.34900823
1766,0.7039268,0.34840146
1767,0.704503,0.34885123
1768,0.7037323,0.34838402
1769,0.70373225,0.34843424
1770,0.7033477,0.34823492
1771,0.7033477,0.3483072
1772,0.70296156,0.3481117
1773,0.7033477,0.34845072
1774,0.70277,0.34812522
1775,0.7035422,0.34870532
1776,0.7031561,0.34848684
1777,0.70392835,0.34907958
1778,0.70392835,0.34914738
1779,0.70392835,0.3491961
1780,0.70373523,0.34908193
1781,0.70489347,0.34995022
1782,0.70470047,0.34986117
1783,0.70470047,0.34991843
1784,0.70431435,0.3497039
1785,0.7058588,0.35084307
1786,0.70566577,0.35076037
1787,0.7060519,0.35108352
1788,0.7052797,0.35062185
1789,0.70566577,0.35093528
1790,0.7048936,0.35045844
1791,0.70527965,0.35079274
1792,0.7052782,0.35087502
1793,0.70585585,0.35136586
1794,0.70643497,0.35183156
1795,0.7074002,0.35258096
1796,0.70759183,0.3527818
1797,0.70913625,0.35391918
1798,0.70836407,0.3534649
1799,0.7087501,0.353771
1800,0.70952237,0.3543874
1801,0.71048766,0.3551181
1802,0.7099099,0.3547868
1803,0.7110682,0.35569167
1804,0.711643,0.3561799
1805,0.71183455,0.356384
1806,0.71125686,0.35605127
1807,0.71183443,0.35652858
1808,0.7114484,0.35633573
1809,0.7124106,0.35704142
1810,0.7122191,0.3569941
1811,0.71260524,0.35732827
1812,0.71183455,0.35688323
1813,0.71222067,0.3572505
1814,0.7116415,0.35692778
1815,0.7127997,0.3578053
1816,0.7124122,0.35760838
1817,0.71472585,0.35925213
1818,0.71434116,0.35902998
1819,0.71646035,0.3605371
1820,0.7162672,0.36044508
1821,0.7195491,0.362763
1822,0.71896994,0.36241707
1823,0.7193576,0.3627364
1824,0.7191645,0.36266696
1825,0.72167265,0.36443916
1826,0.7209004,0.36396688
1827,0.7239878,0.3661377
1828,0.7230211,0.365504
1829,0.7261039,0.367669
1830,0.72629845,0.3678335
1831,0.728229,0.36921373
1832,0.728036,0.3691226
1833,0.7291943,0.369955
1834,0.72861654,0.36957508
1835,0.73054564,0.3709483
1836,0.7307387,0.37110126
1837,0.73112327,0.37137663
1838,0.72996795,0.37053114
1839,0.73131925,0.37151328
1840,0.7299694,0.37063053
1841,0.7317039,0.37188408
1842,0.7309317,0.37140504
1843,0.7324732,0.3725415
1844,0.7328577,0.37285334
1845,0.73536736,0.37463126
1846,0.73536736,0.3746683
1847,0.73575497,0.3749876
1848,0.73498285,0.37442917
1849,0.73556197,0.3748723
1850,0.7349842,0.3744982
1851,0.7353733,0.37480134
1852,0.7357594,0.37512264
1853,0.73711073,0.37605184
1854,0.7371122,0.3760325
1855,0.73749834,0.37632746
1856,0.73691916,0.37596148
1857,0.7371123,0.37612906
1858,0.7378829,0.37662965
1859,0.7380775,0.37675777
1860,0.7382706,0.37691826
1861,0.7394273,0.3777487
1862,0.7388482,0.37737128
1863,0.73981345,0.3780747
1864,0.7400065,0.37818787
1865,0.74019957,0.37827924
1866,0.7405857,0.37854773
1867,0.7419356,0.37948036
1868,0.7417425,0.3793655
1869,0.74193555,0.37949476
1870,0.74193555,0.37950796
1871,0.74212706,0.3796484
1872,0.7425132,0.3799374
1873,0.7428993,0.3801823
1874,0.74309236,0.38030094
1875,0.74251324,0.37986416
1876,0.74212706,0.37960845
1877,0.743667,0.380673
1878,0.7436656,0.38069135
1879,0.7446308,0.38134724
1880,0.74482393,0.38142914
1881,0.7457877,0.38205415
1882,0.7463668,0.3823896
1883,0.7461708,0.38222593
1884,0.7459792,0.38209227
1885,0.7471361,0.38288707
1886,0.7467514,0.38259745
1887,0.7467515,0.3825792
1888,0.7461753,0.38213542
1889,0.7467529,0.38244534
1890,0.7479127,0.38311663
1891,0.74829435,0.38327345
1892,0.7484874,0.38333791
1893,0.7488735,0.38353294
1894,0.7490681,0.3836103
1895,0.7492612,0.38374916
1896,0.7490681,0.38356012
1897,0.7492611,0.38366696
1898,0.75003326,0.38414624
1899,0.7502264,0.3842342
1900,0.7502263,0.38422805
1901,0.7502263,0.38413054
1902,0.7500347,0.38393778
1903,0.7496487,0.38360578
1904,0.7502278,0.3839716
1905,0.7498417,0.383671
1906,0.7498417,0.38364568
1907,0.75003475,0.38379478
1908,0.7502278,0.3838897
1909,0.75003475,0.3837387
1910,0.75042087,0.3839517
1911,0.7500347,0.38360977
1912,0.75042087,0.3837955
1913,0.7502278,0.3836064
1914,0.750614,0.383826
1915,0.75061387,0.38377833
1916,0.75061387,0.38373017
1917,0.7500347,0.38324422
1918,0.75042087,0.38345593
1919,0.75042087,0.38343334
1920,0.75061387,0.38354492
1921,0.75061387,0.38352755
1922,0.75042087,0.38337326
1923,0.75041944,0.3833671
1924,0.7492626,0.38255665
1925,0.7490695,0.38242614
1926,0.7492626,0.38255388
1927,0.7502263,0.38320222
1928,0.7502263,0.38318762
1929,0.7504178,0.3832843
1930,0.75061095,0.38339305
1931,0.7508026,0.38346565
1932,0.7504164,0.3831226
1933,0.7508025,0.38336906
1934,0.75022185,0.3829692
1935,0.75041497,0.3830788
1936,0.75003326,0.38278827
1937,0.7502263,0.3828995
1938,0.7500347,0.38277215
1939,0.7502278,0.38290846
1940,0.75042087,0.38304034
