k,mean accuracy,mean log loss,start time(ms),end time(ms),Elapsed time(ms)
3472,0.55689657,0.31491476,1.54405E+12,1.54405E+12,31609
3473,0.5559328,0.31430644,1.54405E+12,1.54405E+12,31638
3474,0.5572842,0.31530243,1.54405E+12,1.54405E+12,31597
3475,0.556705,0.3149627,1.54405E+12,1.54405E+12,31598
3476,0.55805635,0.3159648,1.54405E+12,1.54405E+12,31581
3477,0.55535364,0.31415066,1.54405E+12,1.54405E+12,31614
3478,0.5572842,0.315555,1.54405E+12,1.54405E+12,31576
3479,0.5547775,0.3138883,1.54405E+12,1.54405E+12,31549
3480,0.5557427,0.3146265,1.54405E+12,1.54405E+12,31559
3481,0.5547775,0.31402564,1.54405E+12,1.54405E+12,31535
3482,0.55632186,0.31516582,1.54405E+12,1.54405E+12,31533
3483,0.5557427,0.31483454,1.54405E+12,1.54405E+12,31551
3484,0.55593574,0.31503803,1.54405E+12,1.54405E+12,31507
3485,0.5557427,0.31497532,1.54405E+12,1.54405E+12,31549
3486,0.5565149,0.3155819,1.54405E+12,1.54405E+12,31538
3487,0.5543913,0.31417972,1.54405E+12,1.54405E+12,31543
3488,0.5545844,0.3143851,1.54405E+12,1.54405E+12,31637
3489,0.55304,0.31339052,1.54405E+12,1.54405E+12,31585
3490,0.55304,0.3134647,1.54405E+12,1.54405E+12,31564
3491,0.55284697,0.31341186,1.54405E+12,1.54405E+12,31896
3492,0.55304,0.31362787,1.54405E+12,1.54405E+12,31666
3493,0.5526539,0.31344008,1.54405E+12,1.54405E+12,32175
3494,0.5526539,0.31351608,1.54405E+12,1.54405E+12,31601
3495,0.55227077,0.31332868,1.54405E+12,1.54405E+12,31774
3496,0.55227077,0.3134077,1.54405E+12,1.54405E+12,31595
3497,0.55207765,0.31335038,1.54405E+12,1.54405E+12,31629
3498,0.5524638,0.31370178,1.54405E+12,1.54405E+12,31575
3499,0.5524638,0.31378233,1.54405E+12,1.54405E+12,31588
3500,0.5524638,0.3138644,1.54405E+12,1.54405E+12,31602
3501,0.5511184,0.31301454,1.54405E+12,1.54405E+12,31617
3502,0.5511184,0.31309614,1.54405E+12,1.54405E+12,31600
3503,0.55015314,0.31251097,1.54405E+12,1.54405E+12,31620
3504,0.55034614,0.3127243,1.54405E+12,1.54405E+12,31606
3505,0.54957396,0.3122665,1.54405E+12,1.54405E+12,31544
3506,0.549767,0.31247807,1.54405E+12,1.54405E+12,31567
3507,0.54957396,0.31242344,1.54405E+12,1.54405E+12,31571
3508,0.54957396,0.3124984,1.54405E+12,1.54405E+12,31591
3509,0.5493809,0.31244105,1.54405E+12,1.54405E+12,31711
3510,0.5493809,0.31251997,1.54405E+12,1.54405E+12,31546
3511,0.5493809,0.31260046,1.54405E+12,1.54405E+12,31555
3512,0.5493809,0.31267825,1.54405E+12,1.54405E+12,31569
3513,0.5493809,0.31275442,1.54405E+12,1.54405E+12,31554
3514,0.5493809,0.31283134,1.54405E+12,1.54405E+12,31526
3515,0.5493809,0.31290853,1.54405E+12,1.54405E+12,31546
3516,0.5493809,0.31298563,1.54405E+12,1.54405E+12,31550
3517,0.5493809,0.31306025,1.54405E+12,1.54405E+12,31585
3518,0.5493809,0.3131345,1.54405E+12,1.54405E+12,31601
3519,0.5493809,0.31320876,1.54405E+12,1.54405E+12,31626
3520,0.549574,0.3134131,1.54405E+12,1.54405E+12,31664
3521,0.549574,0.31348318,1.54405E+12,1.54405E+12,31668
3522,0.549574,0.31355545,1.54405E+12,1.54405E+12,31661
3523,0.549574,0.31362942,1.54405E+12,1.54405E+12,31651
3524,0.549574,0.31370512,1.54405E+12,1.54405E+12,31689
3525,0.5491894,0.31350923,1.54405E+12,1.54405E+12,31660
3526,0.5491894,0.31357795,1.54405E+12,1.54405E+12,31623
3527,0.5486102,0.31324732,1.54405E+12,1.54405E+12,31688
3528,0.5486102,0.31331632,1.54405E+12,1.54405E+12,31610
3529,0.5486102,0.31338543,1.54405E+12,1.54405E+12,31614
3530,0.5486102,0.3134529,1.54405E+12,1.54405E+12,31576
3531,0.5486102,0.313526,1.54405E+12,1.54405E+12,31568
3532,0.5486102,0.31359592,1.54405E+12,1.54405E+12,31594
3533,0.5486102,0.31366777,1.54405E+12,1.54405E+12,31671
3534,0.5486102,0.3137396,1.54405E+12,1.54405E+12,31720
3535,0.5486102,0.31380916,1.54405E+12,1.54405E+12,31642
3536,0.5486102,0.31388074,1.54405E+12,1.54405E+12,31598
3537,0.5486102,0.31395444,1.54405E+12,1.54405E+12,31578
3538,0.5486102,0.31403017,1.54405E+12,1.54405E+12,31597
3539,0.54841715,0.31396618,1.54405E+12,1.54405E+12,31558
3540,0.5482241,0.31390303,1.54405E+12,1.54405E+12,31594
3541,0.5482241,0.31397235,1.54405E+12,1.54405E+12,31614
3542,0.54841715,0.31418392,1.54405E+12,1.54405E+12,31588
3543,0.54803103,0.31399086,1.54405E+12,1.54405E+12,31566
3544,0.5482226,0.31419986,1.54405E+12,1.54405E+12,31570
3545,0.5482226,0.31427738,1.54405E+12,1.54405E+12,31581
3546,0.5482226,0.3143595,1.54405E+12,1.54405E+12,31589
3547,0.5482226,0.31443703,1.54405E+12,1.54405E+12,31609
3548,0.5482226,0.31451035,1.54405E+12,1.54405E+12,31602
3549,0.5478365,0.31431964,1.54405E+12,1.54405E+12,31563
3550,0.54802954,0.31453353,1.54405E+12,1.54405E+12,31596
3551,0.5476434,0.31434518,1.54405E+12,1.54405E+12,31588
3552,0.5476434,0.3144249,1.54405E+12,1.54405E+12,31793
3553,0.5474504,0.3143732,1.54405E+12,1.54405E+12,31621
3554,0.5476434,0.3145824,1.54405E+12,1.54405E+12,31802
3555,0.5474504,0.31452847,1.54405E+12,1.54405E+12,32214
3556,0.5474504,0.31461054,1.54405E+12,1.54405E+12,31638
3557,0.5474504,0.31469128,1.54405E+12,1.54405E+12,31657
3558,0.5474504,0.3147739,1.54405E+12,1.54405E+12,31644
3559,0.5474504,0.31485522,1.54405E+12,1.54405E+12,31732
3560,0.5474504,0.31493622,1.54405E+12,1.54405E+12,31742
3561,0.5474504,0.3150193,1.54405E+12,1.54405E+12,31728
3562,0.5476434,0.3152371,1.54405E+12,1.54405E+12,31709
3563,0.54745036,0.31518388,1.54405E+12,1.54405E+12,31680
3564,0.5476434,0.31540042,1.54405E+12,1.54405E+12,31670
3565,0.54745036,0.31534427,1.54405E+12,1.54405E+12,31672
3566,0.54745036,0.31542712,1.54405E+12,1.54405E+12,31698
3567,0.5472573,0.31537342,1.54405E+12,1.54405E+12,31711
3568,0.5472573,0.3154561,1.54405E+12,1.54405E+12,31687
3569,0.5470643,0.31540442,1.54405E+12,1.54405E+12,31683
3570,0.5470643,0.3154844,1.54405E+12,1.54405E+12,31693
3571,0.5470643,0.3155641,1.54405E+12,1.54405E+12,31706
3572,0.5472573,0.31577837,1.54405E+12,1.54405E+12,31675
3573,0.5470643,0.31572795,1.54405E+12,1.54405E+12,31690
3574,0.5470643,0.31580898,1.54405E+12,1.54405E+12,31663
3575,0.54687124,0.31575757,1.54405E+12,1.54405E+12,31692
3576,0.54687124,0.31584316,1.54405E+12,1.54405E+12,31662
3577,0.5466797,0.31578934,1.54405E+12,1.54405E+12,31681
3578,0.5466797,0.31586996,1.54405E+12,1.54405E+12,31659
3579,0.54629505,0.31568456,1.54405E+12,1.54405E+12,31646
3580,0.54629505,0.31576556,1.54405E+12,1.54405E+12,31693
3581,0.54629505,0.31584695,1.54405E+12,1.54405E+12,31663
3582,0.54629505,0.31593144,1.54405E+12,1.54405E+12,31672
3583,0.54629505,0.3160141,1.54405E+12,1.54405E+12,31643
3584,0.54629505,0.31609806,1.54405E+12,1.54405E+12,31662
3585,0.546102,0.31604677,1.54405E+12,1.54405E+12,31649
3586,0.546102,0.3161291,1.54405E+12,1.54405E+12,31622
3587,0.5457159,0.31594318,1.54405E+12,1.54405E+12,31644
3588,0.5457159,0.3160277,1.54405E+12,1.54405E+12,31615
3589,0.54552287,0.3159773,1.54405E+12,1.54405E+12,31658
3590,0.54552287,0.31606433,1.54405E+12,1.54405E+12,31640
3591,0.5453298,0.31601727,1.54405E+12,1.54405E+12,31652
3592,0.54552287,0.3162382,1.54405E+12,1.54405E+12,31698
3593,0.54552287,0.316324,1.54405E+12,1.54405E+12,31717
3594,0.54552287,0.31641063,1.54405E+12,1.54405E+12,31706
3595,0.54533136,0.31636396,1.54405E+12,1.54405E+12,31633
3596,0.54533136,0.31644958,1.54405E+12,1.54405E+12,31660
3597,0.54552436,0.31667286,1.54405E+12,1.54405E+12,31665
3598,0.54552436,0.31676063,1.54405E+12,1.54405E+12,31642
3599,0.54552436,0.3168473,1.54405E+12,1.54405E+12,31673
3600,0.54552436,0.31693712,1.54405E+12,1.54405E+12,31684
3601,0.54552436,0.31702358,1.54405E+12,1.54405E+12,31631
3602,0.54552436,0.3171144,1.54405E+12,1.54405E+12,31644
3603,0.54552436,0.31720176,1.54405E+12,1.54405E+12,31682
3604,0.54552436,0.31728905,1.54405E+12,1.54405E+12,31646
3605,0.54533136,0.31724748,1.54405E+12,1.54405E+12,31679
3606,0.54513824,0.31720456,1.54405E+12,1.54405E+12,31651
3607,0.5447522,0.31702942,1.54405E+12,1.54405E+12,31640
3608,0.54533136,0.3175228,1.54405E+12,1.54405E+12,31690
3609,0.54513824,0.31747967,1.54405E+12,1.54405E+12,31616
3610,0.54513824,0.31756932,1.54405E+12,1.54405E+12,31651
3611,0.5447522,0.31739372,1.54405E+12,1.54405E+12,31662
3612,0.54494524,0.31762055,1.54405E+12,1.54405E+12,31667
3613,0.5445591,0.31744546,1.54405E+12,1.54405E+12,31693
3614,0.5445591,0.31753922,1.54405E+12,1.54405E+12,32073
3615,0.5445591,0.31763116,1.54405E+12,1.54405E+12,31638
3616,0.5447522,0.3178562,1.54405E+12,1.54405E+12,31679
3617,0.5445591,0.3178131,1.54405E+12,1.54405E+12,32187
3618,0.5445591,0.31790632,1.54405E+12,1.54405E+12,31719
3619,0.5443675,0.31786686,1.54405E+12,1.54405E+12,31682
3620,0.5443675,0.31796077,1.54405E+12,1.54405E+12,31684
3621,0.54417443,0.3179198,1.54405E+12,1.54405E+12,31671
3622,0.54417443,0.31801254,1.54405E+12,1.54405E+12,31640
3623,0.54417443,0.3181035,1.54405E+12,1.54405E+12,31675
3624,0.54417443,0.31819445,1.54405E+12,1.54405E+12,31630
3625,0.5435953,0.31788662,1.54405E+12,1.54405E+12,31673
3626,0.5437883,0.31811377,1.54405E+12,1.54405E+12,31653
3627,0.5432092,0.31780457,1.54405E+12,1.54405E+12,31661
3628,0.5432092,0.31789184,1.54405E+12,1.54405E+12,31645
3629,0.54301614,0.3178507,1.54405E+12,1.54405E+12,31697
3630,0.54301614,0.3179415,1.54405E+12,1.54405E+12,31659
3631,0.54301614,0.31803626,1.54405E+12,1.54405E+12,31732
3632,0.54301614,0.31812653,1.54405E+12,1.54405E+12,31704
3633,0.5428231,0.31808445,1.54405E+12,1.54405E+12,31755
3634,0.5428231,0.3181739,1.54405E+12,1.54406E+12,31828
3635,0.54224396,0.3178662,1.54406E+12,1.54406E+12,31719
3636,0.5424385,0.31809637,1.54406E+12,1.54406E+12,31700
3637,0.5420524,0.31792513,1.54406E+12,1.54406E+12,31759
3638,0.54224396,0.3181501,1.54406E+12,1.54406E+12,31746
3639,0.54224396,0.3182438,1.54406E+12,1.54406E+12,31689
3640,0.54224396,0.31834278,1.54406E+12,1.54406E+12,31776
3641,0.5414732,0.31790406,1.54406E+12,1.54406E+12,31725
3642,0.54166627,0.31813687,1.54406E+12,1.54406E+12,31746
3643,0.5412816,0.31796676,1.54406E+12,1.54406E+12,31704
3644,0.5414747,0.31819516,1.54406E+12,1.54406E+12,31683
3645,0.5410886,0.31802338,1.54406E+12,1.54406E+12,31687
3646,0.5412817,0.31825295,1.54406E+12,1.54406E+12,31731
3647,0.540897,0.31808442,1.54406E+12,1.54406E+12,31713
3648,0.54128015,0.31844836,1.54406E+12,1.54406E+12,31744
3649,0.54070544,0.31815097,1.54406E+12,1.54406E+12,31759
3650,0.54070544,0.31824902,1.54406E+12,1.54406E+12,31744
3651,0.54070544,0.31834686,1.54406E+12,1.54406E+12,31721
3652,0.54070544,0.3184462,1.54406E+12,1.54406E+12,31770
3653,0.54070544,0.3185457,1.54406E+12,1.54406E+12,31683
3654,0.54070544,0.3186465,1.54406E+12,1.54406E+12,31693
3655,0.5403223,0.31848246,1.54406E+12,1.54406E+12,31658
3656,0.5403223,0.31858522,1.54406E+12,1.54406E+12,31684
3657,0.53993624,0.31841686,1.54406E+12,1.54406E+12,31664
3658,0.5401293,0.31865287,1.54406E+12,1.54406E+12,31672
3659,0.53993624,0.31862572,1.54406E+12,1.54406E+12,31651
3660,0.53993624,0.31873053,1.54406E+12,1.54406E+12,31694
3661,0.53935707,0.31843576,1.54406E+12,1.54406E+12,31702
3662,0.5395501,0.31867123,1.54406E+12,1.54406E+12,31724
3663,0.5391655,0.31850776,1.54406E+12,1.54406E+12,31762
3664,0.5391655,0.31861436,1.54406E+12,1.54406E+12,31734
3665,0.5389724,0.31858438,1.54406E+12,1.54406E+12,31750
3666,0.5387794,0.31855494,1.54406E+12,1.54406E+12,32033
3667,0.5383948,0.31839067,1.54406E+12,1.54406E+12,31751
3668,0.5385878,0.31862983,1.54406E+12,1.54406E+12,31861
3669,0.53820324,0.31846723,1.54406E+12,1.54406E+12,31754
3670,0.53801024,0.31843847,1.54406E+12,1.54406E+12,31747
3671,0.53743106,0.31814128,1.54406E+12,1.54406E+12,31783
3672,0.53762406,0.31838116,1.54406E+12,1.54406E+12,31732
3673,0.53743106,0.31835657,1.54406E+12,1.54406E+12,31773
3674,0.53743106,0.31846467,1.54406E+12,1.54406E+12,31732
3675,0.537238,0.3184409,1.54406E+12,1.54406E+12,31789
3676,0.537238,0.31854868,1.54406E+12,1.54406E+12,32214
3677,0.537238,0.3186599,1.54406E+12,1.54406E+12,32386
3678,0.537238,0.31877166,1.54406E+12,1.54406E+12,32332
3679,0.5368519,0.31861717,1.54406E+12,1.54406E+12,33412
3680,0.5370449,0.31886515,1.54406E+12,1.54406E+12,34438
3681,0.5366589,0.31870914,1.54406E+12,1.54406E+12,33409
3682,0.5366589,0.318824,1.54406E+12,1.54406E+12,33900
3683,0.53646576,0.31880602,1.54406E+12,1.54406E+12,33084
3684,0.53646576,0.31892088,1.54406E+12,1.54406E+12,33534
3685,0.5360797,0.31876984,1.54406E+12,1.54406E+12,32827
3686,0.5362727,0.319022,1.54406E+12,1.54406E+12,33839
3687,0.5358866,0.3188744,1.54406E+12,1.54406E+12,32530
3688,0.5358866,0.31899264,1.54406E+12,1.54406E+12,31961
3689,0.5351144,0.31857178,1.54406E+12,1.54406E+12,32871
3690,0.5351144,0.31869,1.54406E+12,1.54406E+12,32989
3691,0.5345353,0.3184062,1.54406E+12,1.54406E+12,33194
3692,0.5345353,0.31852347,1.54406E+12,1.54406E+12,33094
3693,0.53434217,0.31850496,1.54406E+12,1.54406E+12,33141
3694,0.53434217,0.31862637,1.54406E+12,1.54406E+12,32808
3695,0.53395617,0.3184772,1.54406E+12,1.54406E+12,33473
3696,0.53395617,0.31859732,1.54406E+12,1.54406E+12,32793
3697,0.53395617,0.3187114,1.54406E+12,1.54406E+12,32468
3698,0.53414917,0.31895977,1.54406E+12,1.54406E+12,32442
3699,0.53395617,0.3189442,1.54406E+12,1.54406E+12,33003
3700,0.53376305,0.31892425,1.54406E+12,1.54406E+12,32135
3701,0.53376305,0.3190402,1.54406E+12,1.54406E+12,33398
3702,0.53376305,0.31915766,1.54406E+12,1.54406E+12,33755
3703,0.53357,0.31914264,1.54406E+12,1.54406E+12,34052
3704,0.53357,0.31926253,1.54406E+12,1.54406E+12,32958
3705,0.533377,0.31924266,1.54406E+12,1.54406E+12,33240
3706,0.533377,0.31935877,1.54406E+12,1.54406E+12,33669
3707,0.533377,0.3194773,1.54406E+12,1.54406E+12,33177
3708,0.533377,0.31959578,1.54406E+12,1.54406E+12,33311
3709,0.533377,0.31971523,1.54406E+12,1.54406E+12,33622
3710,0.533377,0.31983465,1.54406E+12,1.54406E+12,34142
3711,0.53299236,0.31968695,1.54406E+12,1.54406E+12,33551
3712,0.53299236,0.31980452,1.54406E+12,1.54406E+12,32577
3713,0.53299236,0.31992087,1.54406E+12,1.54406E+12,32969
3714,0.53299236,0.32003704,1.54406E+12,1.54406E+12,33528
3715,0.53299236,0.32015413,1.54406E+12,1.54406E+12,33313
3716,0.53299236,0.32026732,1.54406E+12,1.54406E+12,33492
3717,0.53299236,0.32038146,1.54406E+12,1.54406E+12,33857
3718,0.53299236,0.32049805,1.54406E+12,1.54406E+12,33458
3719,0.53299236,0.32061338,1.54406E+12,1.54406E+12,33360
3720,0.5335715,0.32112962,1.54406E+12,1.54406E+12,33566
3721,0.53299236,0.3208435,1.54406E+12,1.54406E+12,33011
3722,0.5335715,0.3213625,1.54406E+12,1.54406E+12,32946
3723,0.5335715,0.3214809,1.54406E+12,1.54406E+12,33617
3724,0.53299236,0.3211932,1.54406E+12,1.54406E+12,33345
3725,0.5327993,0.32117423,1.54406E+12,1.54406E+12,33617
3726,0.53299236,0.32142055,1.54406E+12,1.54406E+12,33972
3727,0.5327993,0.3213979,1.54406E+12,1.54406E+12,33531
3728,0.5327993,0.32151046,1.54406E+12,1.54406E+12,33924
3729,0.53260624,0.32148963,1.54406E+12,1.54406E+12,34205
3730,0.53260624,0.3216005,1.54406E+12,1.54406E+12,34145
3731,0.5324132,0.3215819,1.54406E+12,1.54406E+12,34505
3732,0.53260624,0.32182902,1.54406E+12,1.54406E+12,33837
3733,0.5324132,0.32180706,1.54406E+12,1.54406E+12,33594
3734,0.5324132,0.32191986,1.54406E+12,1.54406E+12,33202
3735,0.5324132,0.32203165,1.54406E+12,1.54406E+12,33070
3736,0.5324132,0.32214338,1.54406E+12,1.54406E+12,33259
3737,0.5324132,0.32226092,1.54406E+12,1.54406E+12,33921
3738,0.5324132,0.32237417,1.54406E+12,1.54406E+12,31898
3739,0.5322201,0.32235363,1.54406E+12,1.54406E+12,31778
3740,0.5322201,0.32246864,1.54406E+12,1.54406E+12,31765
3741,0.5320271,0.32244873,1.54406E+12,1.54406E+12,31888
3742,0.5320271,0.32256725,1.54406E+12,1.54406E+12,31875
3743,0.531834,0.32255253,1.54406E+12,1.54406E+12,32275
3744,0.5320271,0.32280463,1.54406E+12,1.54406E+12,31983
3745,0.5320271,0.32292148,1.54406E+12,1.54406E+12,31744
3746,0.5322201,0.32316875,1.54406E+12,1.54406E+12,31757
3747,0.5322201,0.32328522,1.54406E+12,1.54406E+12,31823
3748,0.5322201,0.3234014,1.54406E+12,1.54406E+12,31803
3749,0.5320271,0.32337976,1.54406E+12,1.54406E+12,31766
3750,0.5322201,0.32362613,1.54406E+12,1.54406E+12,31720
3751,0.5320271,0.323612,1.54406E+12,1.54406E+12,31753
3752,0.5320271,0.323728,1.54406E+12,1.54406E+12,31746
3753,0.5320271,0.3238418,1.54406E+12,1.54406E+12,31758
3754,0.5322201,0.3240953,1.54406E+12,1.54406E+12,33034
3755,0.5322201,0.32420832,1.54406E+12,1.54406E+12,33388
3756,0.5322201,0.32432398,1.54406E+12,1.54406E+12,34453
3757,0.5322201,0.32443857,1.54406E+12,1.54406E+12,33656
3758,0.5322201,0.32455677,1.54406E+12,1.54406E+12,33012
3759,0.5322201,0.32467306,1.54406E+12,1.54406E+12,32002
3760,0.5320271,0.32466042,1.54406E+12,1.54406E+12,31844
3761,0.531834,0.3246401,1.54406E+12,1.54406E+12,31925
3762,0.531834,0.3247527,1.54406E+12,1.54406E+12,31868
3763,0.531834,0.32486773,1.54406E+12,1.54406E+12,31853
3764,0.531834,0.3249843,1.54406E+12,1.54406E+12,31858
3765,0.531834,0.32509756,1.54406E+12,1.54406E+12,31852
3766,0.531834,0.3252123,1.54406E+12,1.54406E+12,31815
3767,0.531834,0.3253262,1.54406E+12,1.54406E+12,31827
3768,0.5320271,0.325574,1.54406E+12,1.54406E+12,31854
3769,0.5320271,0.3256877,1.54406E+12,1.54406E+12,31811
3770,0.5320271,0.32580096,1.54406E+12,1.54406E+12,31824
3771,0.5320271,0.3259175,1.54406E+12,1.54406E+12,31839
3772,0.5320271,0.32602924,1.54406E+12,1.54406E+12,31846
3773,0.5320271,0.32614422,1.54406E+12,1.54406E+12,31849
3774,0.5320271,0.32626143,1.54406E+12,1.54406E+12,31843
3775,0.5320271,0.32638034,1.54406E+12,1.54406E+12,31841
3776,0.5320271,0.3264983,1.54406E+12,1.54406E+12,32127
3777,0.5320271,0.326614,1.54406E+12,1.54406E+12,31919
3778,0.5320271,0.32673126,1.54406E+12,1.54406E+12,32037
3779,0.5320271,0.3268487,1.54406E+12,1.54406E+12,31779
3780,0.5320271,0.32696828,1.54406E+12,1.54406E+12,31753
3781,0.5320271,0.32709074,1.54406E+12,1.54406E+12,31815
3782,0.5320271,0.32721263,1.54406E+12,1.54406E+12,31733
3783,0.5320271,0.32733208,1.54406E+12,1.54406E+12,31752
3784,0.5320271,0.3274557,1.54406E+12,1.54406E+12,31753
3785,0.531834,0.32743973,1.54406E+12,1.54406E+12,31765
3786,0.5320271,0.3276947,1.54406E+12,1.54406E+12,31875
3787,0.531834,0.3276808,1.54406E+12,1.54406E+12,31858
3788,0.531834,0.32780093,1.54406E+12,1.54406E+12,31879
3789,0.531834,0.32792157,1.54406E+12,1.54406E+12,31891
3790,0.5320271,0.32817468,1.54406E+12,1.54406E+12,31870
3791,0.531834,0.32815912,1.54406E+12,1.54406E+12,31803
3792,0.5324132,0.32867953,1.54406E+12,1.54406E+12,31815
3793,0.5324132,0.32880235,1.54406E+12,1.54406E+12,31800
3794,0.53260624,0.3290606,1.54406E+12,1.54406E+12,31748
3795,0.53260624,0.32918438,1.54406E+12,1.54406E+12,31769
3796,0.53260624,0.32930794,1.54406E+12,1.54406E+12,31794
3797,0.53260624,0.3294296,1.54406E+12,1.54406E+12,31794
3798,0.53260624,0.32954702,1.54406E+12,1.54406E+12,32331
3799,0.53260624,0.3296661,1.54406E+12,1.54406E+12,31849
3800,0.53260624,0.32978693,1.54406E+12,1.54406E+12,31909
3801,0.53260624,0.3299079,1.54406E+12,1.54406E+12,31877
3802,0.53260624,0.33002004,1.54406E+12,1.54406E+12,31844
3803,0.53260624,0.3301417,1.54406E+12,1.54406E+12,31881
3804,0.53260624,0.33025604,1.54406E+12,1.54406E+12,31889
3805,0.53260624,0.33036822,1.54406E+12,1.54406E+12,31875
3806,0.53260624,0.33048877,1.54406E+12,1.54406E+12,31891
3807,0.5324132,0.33047315,1.54406E+12,1.54406E+12,31861
3808,0.5324132,0.33059037,1.54406E+12,1.54406E+12,31878
3809,0.5324132,0.33070773,1.54406E+12,1.54406E+12,32453
3810,0.5324132,0.33082286,1.54406E+12,1.54406E+12,32626
3811,0.5324132,0.3309384,1.54406E+12,1.54406E+12,31846
3812,0.5324132,0.33105463,1.54406E+12,1.54406E+12,31843
3813,0.5324132,0.33116284,1.54406E+12,1.54406E+12,31854
3814,0.5324132,0.3312753,1.54406E+12,1.54406E+12,31810
3815,0.5324132,0.3313945,1.54406E+12,1.54406E+12,31842
3816,0.5324132,0.33151135,1.54406E+12,1.54406E+12,31901
3817,0.5324132,0.3316283,1.54406E+12,1.54406E+12,31846
3818,0.5324132,0.33174667,1.54406E+12,1.54406E+12,31797
3819,0.5322202,0.3317275,1.54406E+12,1.54406E+12,31881
3820,0.5322202,0.33184156,1.54406E+12,1.54406E+12,31909
3821,0.5322202,0.3319585,1.54406E+12,1.54406E+12,31910
3822,0.5322202,0.33207512,1.54406E+12,1.54406E+12,31925
3823,0.5322202,0.332187,1.54406E+12,1.54406E+12,31892
3824,0.5322202,0.33230096,1.54406E+12,1.54406E+12,31914
3825,0.5322202,0.33241993,1.54406E+12,1.54406E+12,31881
3826,0.5322202,0.33253598,1.54406E+12,1.54406E+12,31924
3827,0.5322202,0.3326535,1.54406E+12,1.54406E+12,31893
3828,0.5322202,0.33277017,1.54406E+12,1.54406E+12,31966
3829,0.5322202,0.33288923,1.54406E+12,1.54406E+12,31923
3830,0.5322202,0.3330104,1.54406E+12,1.54406E+12,31924
3831,0.5322202,0.33313283,1.54406E+12,1.54406E+12,31919
3832,0.5322202,0.33325258,1.54406E+12,1.54406E+12,31915
3833,0.5322202,0.33337364,1.54406E+12,1.54406E+12,32014
3834,0.5322202,0.3334923,1.54406E+12,1.54406E+12,31956
3835,0.5322202,0.33360788,1.54406E+12,1.54406E+12,31956
3836,0.5322202,0.33372432,1.54406E+12,1.54406E+12,31853
3837,0.5322202,0.33384112,1.54406E+12,1.54406E+12,31896
3838,0.5322202,0.33395603,1.54406E+12,1.54406E+12,31954
3839,0.5322202,0.3340722,1.54406E+12,1.54406E+12,31816
3840,0.5322202,0.3341891,1.54406E+12,1.54406E+12,31875
3841,0.5322202,0.33430475,1.54406E+12,1.54406E+12,31886
3842,0.5322202,0.33441964,1.54406E+12,1.54406E+12,31886
3843,0.5322202,0.33453482,1.54406E+12,1.54406E+12,31852
3844,0.5322202,0.33464962,1.54406E+12,1.54406E+12,31811
3845,0.5322202,0.33476275,1.54406E+12,1.54406E+12,31848
3846,0.5322202,0.33487228,1.54406E+12,1.54406E+12,31867
3847,0.531641,0.334581,1.54406E+12,1.54406E+12,31881
3848,0.531834,0.33482283,1.54406E+12,1.54406E+12,31864
3849,0.531641,0.33479804,1.54406E+12,1.54406E+12,31784
3850,0.531641,0.33491048,1.54406E+12,1.54406E+12,31846
3851,0.531641,0.33502585,1.54406E+12,1.54406E+12,31798
3852,0.531641,0.33513677,1.54406E+12,1.54406E+12,31873
3853,0.531641,0.33524597,1.54406E+12,1.54406E+12,31833
3854,0.531641,0.3353534,1.54406E+12,1.54406E+12,31867
3855,0.531641,0.33546132,1.54406E+12,1.54406E+12,31902
3856,0.531641,0.33557144,1.54406E+12,1.54406E+12,32281
3857,0.531641,0.33567718,1.54406E+12,1.54406E+12,32244
3858,0.5318326,0.335916,1.54406E+12,1.54406E+12,32793
3859,0.531641,0.3358874,1.54406E+12,1.54406E+12,32503
3860,0.531641,0.33599168,1.54406E+12,1.54406E+12,33808
3861,0.531641,0.33609906,1.54406E+12,1.54406E+12,32472
3862,0.531641,0.3362009,1.54406E+12,1.54406E+12,32322
3863,0.531641,0.33630544,1.54406E+12,1.54406E+12,32494
3864,0.531641,0.33641344,1.54406E+12,1.54406E+12,32552
3865,0.53144795,0.336386,1.54406E+12,1.54406E+12,32203
3866,0.53144795,0.33648986,1.54406E+12,1.54406E+12,32756
3867,0.53144795,0.3365953,1.54406E+12,1.54406E+12,32602
3868,0.53144795,0.3367027,1.54406E+12,1.54406E+12,32398
3869,0.53144795,0.33680704,1.54406E+12,1.54406E+12,32240
3870,0.53163946,0.33704373,1.54406E+12,1.54406E+12,32156
3871,0.53163946,0.3371359,1.54406E+12,1.54406E+12,32284
3872,0.53163946,0.33722714,1.54406E+12,1.54406E+12,32621
3873,0.53163946,0.33732793,1.54406E+12,1.54406E+12,32060
3874,0.53163946,0.33741945,1.54406E+12,1.54406E+12,32048
3875,0.53163946,0.33751592,1.54406E+12,1.54406E+12,32046
3876,0.53202415,0.33787426,1.54406E+12,1.54406E+12,32034
3877,0.53202415,0.3379664,1.54406E+12,1.54406E+12,32013
3878,0.53202415,0.33806124,1.54406E+12,1.54406E+12,32019
3879,0.53202415,0.3381543,1.54406E+12,1.54406E+12,32030
3880,0.53202415,0.338247,1.54406E+12,1.54406E+12,31996
3881,0.53202415,0.33834207,1.54406E+12,1.54406E+12,32033
3882,0.53202415,0.3384354,1.54406E+12,1.54406E+12,32009
3883,0.53202415,0.33852226,1.54406E+12,1.54406E+12,32063
