k,mean accuracy,mean log loss,start time(ms),end time(ms),Elapsed time(ms)
1039,0.9398097,0.13200729,1.54E+12,1.54E+12,691045
1040,0.9396181,0.13189186,1.54E+12,1.54E+12,684996
1041,0.9396181,0.13190944,1.54E+12,1.54E+12,692170
1042,0.9396181,0.13192993,1.54E+12,1.54E+12,685389
1043,0.9396181,0.13194852,1.54E+12,1.54E+12,691544
1044,0.9396181,0.13196811,1.54E+12,1.54E+12,693668
1045,0.9394251,0.13185343,1.54E+12,1.54E+12,670673
1046,0.9394251,0.13187177,1.54E+12,1.54E+12,675449
1047,0.9394251,0.13189164,1.54E+12,1.54E+12,673717
1048,0.9394251,0.13191041,1.54E+12,1.54E+12,669880
1049,0.9394251,0.13193014,1.54E+12,1.54E+12,673666
1050,0.9394251,0.13194518,1.54E+12,1.54E+12,683491
1051,0.9394251,0.13195975,1.54E+12,1.54E+12,698779
1052,0.9394251,0.13197747,1.54E+12,1.54E+12,697035
1053,0.9394251,0.13199192,1.54E+12,1.54E+12,696354
1054,0.9394251,0.13200937,1.54E+12,1.54E+12,691188
1055,0.9394251,0.13202474,1.54E+12,1.54E+12,701591
1056,0.9394251,0.13203713,1.54E+12,1.54E+12,691232
1057,0.9394251,0.13205037,1.54E+12,1.54E+12,693640
1058,0.9394251,0.13206293,1.54E+12,1.54E+12,692259
1059,0.9394251,0.13207611,1.54E+12,1.54E+12,692005
1060,0.9394251,0.13208833,1.54E+12,1.54E+12,692676
1061,0.9394251,0.13210027,1.54E+12,1.54E+12,695776
1062,0.9394251,0.13211454,1.54E+12,1.54E+12,695515
1063,0.9394251,0.13212904,1.54E+12,1.54E+12,692456
1064,0.9394251,0.13214311,1.54E+12,1.54E+12,689426
1065,0.9394251,0.13231893,1.54E+12,1.54E+12,698815
1066,0.9394251,0.13233396,1.54E+12,1.54E+12,694701
1067,0.9394251,0.1323481,1.54E+12,1.54E+12,698467
1068,0.9394251,0.13236403,1.54E+12,1.54E+12,696372
1069,0.9394251,0.13238026,1.54E+12,1.54E+12,698169
1070,0.9394251,0.13239494,1.54E+12,1.54E+12,752761
1071,0.9394251,0.132408,1.54E+12,1.54E+12,784276
1072,0.93923205,0.13228855,1.54E+12,1.54E+12,741133
1073,0.93923205,0.13253048,1.54E+12,1.54E+12,689816
1074,0.93923205,0.13271838,1.54E+12,1.54E+12,691706
1075,0.93923205,0.13273299,1.54E+12,1.54E+12,689742
1076,0.93923205,0.13274701,1.54E+12,1.54E+12,689800
1077,0.93923205,0.13276117,1.54E+12,1.54E+12,691066
1078,0.93923205,0.13285984,1.54E+12,1.54E+12,691746
1079,0.93923205,0.13287303,1.54E+12,1.54E+12,693603
1080,0.93923205,0.13310437,1.54E+12,1.54E+12,693282
1081,0.93923205,0.13311909,1.54E+12,1.54E+12,693269
1082,0.93923205,0.13319421,1.54E+12,1.54E+12,695108
1083,0.9390405,0.13317412,1.54E+12,1.54E+12,697447
1084,0.9392336,0.13329837,1.54E+12,1.54E+12,695804
1085,0.9392336,0.13331339,1.54E+12,1.54E+12,697832
1086,0.9392336,0.13336897,1.54E+12,1.54E+12,696531
1087,0.9392336,0.13338313,1.54E+12,1.54E+12,698811
1088,0.9392336,0.13339503,1.54E+12,1.54E+12,698598
1089,0.9392336,0.1334075,1.54E+12,1.54E+12,700699
1090,0.9392336,0.13342105,1.54E+12,1.54E+12,699229
1091,0.9394252,0.13363105,1.54E+12,1.54E+12,700933
1092,0.9394252,0.13364218,1.54E+12,1.54E+12,700128
1093,0.93961823,0.133778,1.54E+12,1.54E+12,700999
1094,0.93961823,0.13381518,1.54E+12,1.54E+12,704674
1095,0.93961823,0.13408053,1.54E+12,1.54E+12,703257
1096,0.93961823,0.13409163,1.54E+12,1.54E+12,703164
1097,0.93961823,0.13410318,1.54E+12,1.54E+12,703865
1098,0.93961823,0.13418646,1.54E+12,1.54E+12,704490
1099,0.93961823,0.1341975,1.54E+12,1.54E+12,703867
1100,0.93961823,0.13420805,1.54E+12,1.54E+12,707424
1101,0.93923205,0.13394976,1.54E+12,1.54E+12,705224
1102,0.93923205,0.13395867,1.54E+12,1.54E+12,711809
1103,0.93884885,0.13372527,1.54E+12,1.54E+12,711553
1104,0.93884885,0.13373654,1.54E+12,1.54E+12,705698
1105,0.93865585,0.13371937,1.54E+12,1.54E+12,707749
1106,0.93865585,0.13373062,1.54E+12,1.54E+12,702201
1107,0.93865585,0.13374251,1.54E+12,1.54E+12,701254
1108,0.93846285,0.13366471,1.54E+12,1.54E+12,702038
1109,0.93846285,0.13369347,1.54E+12,1.54E+12,703228
1110,0.9386544,0.13383871,1.54E+12,1.54E+12,702747
1111,0.9386544,0.13385119,1.54E+12,1.54E+12,712019
1112,0.9384614,0.13375066,1.54E+12,1.54E+12,712174
1113,0.9384614,0.1337628,1.54E+12,1.54E+12,712237
1114,0.9384614,0.13379844,1.54E+12,1.54E+12,711681
1115,0.93826836,0.13372818,1.54E+12,1.54E+12,713496
1116,0.93807524,0.13360578,1.54E+12,1.54E+12,715627
1117,0.93807524,0.13363722,1.54E+12,1.54E+12,715316
1118,0.93788224,0.13357675,1.54E+12,1.54E+12,715946
1119,0.93788224,0.13358764,1.54E+12,1.54E+12,715139
1120,0.93788224,0.13359967,1.54E+12,1.54E+12,717925
1121,0.93788224,0.1336126,1.54E+12,1.54E+12,717537
1122,0.93788224,0.1336241,1.54E+12,1.54E+12,718053
1123,0.9376906,0.13351563,1.54E+12,1.54E+12,720227
1124,0.93788224,0.13367167,1.54E+12,1.54E+12,720057
1125,0.9376906,0.13365307,1.54E+12,1.54E+12,721215
1126,0.93788224,0.13379702,1.54E+12,1.54E+12,721714
1127,0.93788224,0.13382092,1.54E+12,1.54E+12,723656
1128,0.93788224,0.13383234,1.54E+12,1.54E+12,722841
1129,0.93788224,0.13384485,1.54E+12,1.54E+12,722889
1130,0.93788224,0.13386743,1.54E+12,1.54E+12,724233
1131,0.9376906,0.13374478,1.54E+12,1.54E+12,724742
1132,0.9376906,0.13382463,1.54E+12,1.54E+12,725500
1133,0.9376906,0.13383397,1.54E+12,1.54E+12,728086
1134,0.9374976,0.13372293,1.54E+12,1.54E+12,728197
1135,0.9374976,0.13374792,1.54E+12,1.54E+12,728860
1136,0.9374976,0.13378604,1.54E+12,1.54E+12,730942
1137,0.9374976,0.1338084,1.54E+12,1.54E+12,733570
1138,0.9374976,0.13381729,1.54E+12,1.54E+12,735251
1139,0.9374976,0.13380691,1.54E+12,1.54E+12,733153
1140,0.9373045,0.1336834,1.54E+12,1.54E+12,735064
1141,0.9373045,0.13369161,1.54E+12,1.54E+12,734198
1142,0.9373045,0.13370374,1.54E+12,1.54E+12,734498
1143,0.9373045,0.13371593,1.54E+12,1.54E+12,735665
1144,0.9374975,0.13384841,1.54E+12,1.54E+12,735372
1145,0.9374975,0.1338623,1.54E+12,1.54E+12,736046
1146,0.9374975,0.1338746,1.54E+12,1.54E+12,736756
1147,0.9374975,0.13388613,1.54E+12,1.54E+12,735597
1148,0.9374975,0.13389882,1.54E+12,1.54E+12,737527
1149,0.9374975,0.13389838,1.54E+12,1.54E+12,738777
1150,0.9374975,0.1339114,1.54E+12,1.54E+12,737994
1151,0.9374975,0.13392451,1.54E+12,1.54E+12,737859
1152,0.9374975,0.13393955,1.54E+12,1.54E+12,737403
1153,0.9374975,0.13393597,1.54E+12,1.54E+12,738947
1154,0.9374975,0.13395157,1.54E+12,1.54E+12,741309
1155,0.9374975,0.13396624,1.54E+12,1.54E+12,740244
1156,0.9374975,0.13398145,1.54E+12,1.54E+12,740806
1157,0.9374975,0.13399681,1.54E+12,1.54E+12,740900
1158,0.9374975,0.13401215,1.54E+12,1.54E+12,739825
1159,0.9374975,0.13402684,1.54E+12,1.54E+12,742796
1160,0.9374975,0.13402309,1.54E+12,1.54E+12,742271
1161,0.9374975,0.13403858,1.54E+12,1.54E+12,741464
1162,0.9374975,0.13405553,1.54E+12,1.54E+12,741594
1163,0.9374975,0.13405925,1.54E+12,1.54E+12,742565
1164,0.9374975,0.13407445,1.54E+12,1.54E+12,745298
1165,0.9374975,0.13409047,1.54E+12,1.54E+12,744447
1166,0.9373045,0.13397296,1.54E+12,1.54E+12,744620
1167,0.9374975,0.13411757,1.54E+12,1.54E+12,745178
1168,0.9374975,0.13413413,1.54E+12,1.54E+12,745862
1169,0.9374975,0.13415033,1.54E+12,1.54E+12,746040
1170,0.9374975,0.13416633,1.54E+12,1.54E+12,745788
1171,0.9374975,0.13418272,1.54E+12,1.54E+12,745669
1172,0.9374975,0.13419858,1.54E+12,1.54E+12,747155
1173,0.9374975,0.13421606,1.54E+12,1.54E+12,746638
1174,0.9374975,0.13425273,1.54E+12,1.54E+12,746717
1175,0.9374975,0.13427097,1.54E+12,1.54E+12,748966
1176,0.9374975,0.1342887,1.54E+12,1.54E+12,746712
1177,0.9374975,0.13430567,1.54E+12,1.54E+12,746982
1178,0.9374975,0.13432238,1.54E+12,1.54E+12,747485
1179,0.9374975,0.13434042,1.54E+12,1.54E+12,749154
1180,0.9374975,0.13435893,1.54E+12,1.54E+12,750529
1181,0.9374975,0.13437739,1.54E+12,1.54E+12,748454
1182,0.9378837,0.134663,1.54E+12,1.54E+12,748010
1183,0.9378837,0.13468042,1.54E+12,1.54E+12,748370
1184,0.9378837,0.13469811,1.54E+12,1.54E+12,750668
1185,0.9378837,0.1347146,1.54E+12,1.54E+12,752735
1186,0.9378837,0.1347305,1.54E+12,1.54E+12,750603
1187,0.9378837,0.13474652,1.54E+12,1.54E+12,750109
1188,0.9378837,0.1347219,1.54E+12,1.54E+12,751658
1189,0.9374975,0.13447137,1.54E+12,1.54E+12,751278
1190,0.9374975,0.13448873,1.54E+12,1.54E+12,753847
1191,0.9374975,0.13449045,1.54E+12,1.54E+12,753542
1192,0.9374975,0.13450642,1.54E+12,1.54E+12,754140
1193,0.9374975,0.13452242,1.54E+12,1.54E+12,754448
1194,0.9374975,0.13453947,1.54E+12,1.54E+12,754829
1195,0.9374975,0.13455716,1.54E+12,1.54E+12,753582
1196,0.9374975,0.13456115,1.54E+12,1.54E+12,756257
1197,0.9374975,0.1345768,1.54E+12,1.54E+12,754685
1198,0.9374975,0.1345922,1.54E+12,1.54E+12,756035
1199,0.9374975,0.13455339,1.54E+12,1.54E+12,755655
1200,0.9374975,0.13456954,1.54E+12,1.54E+12,755541
1201,0.9374975,0.13458553,1.54E+12,1.54E+12,759034
1202,0.9374975,0.13475892,1.54E+12,1.54E+12,759236
1203,0.9374975,0.13477549,1.54E+12,1.54E+12,759079
1204,0.9374975,0.13479379,1.54E+12,1.54E+12,760261
1205,0.9374975,0.1349074,1.54E+12,1.54E+12,761872
1206,0.9374975,0.13492593,1.54E+12,1.54E+12,766121
1207,0.9374975,0.13507836,1.54E+12,1.54E+12,765966
1208,0.9374975,0.13509777,1.54E+12,1.54E+12,766423
1209,0.9374975,0.13511722,1.54E+12,1.54E+12,767929
1210,0.9374975,0.13513702,1.54E+12,1.54E+12,765500
1211,0.9374975,0.13530688,1.54E+12,1.54E+12,770993
1212,0.9371115,0.13513571,1.54E+12,1.54E+12,767614
1213,0.9374975,0.1354362,1.54E+12,1.54E+12,771795
1214,0.9373045,0.13530615,1.54E+12,1.54E+12,776267
1215,0.9373045,0.13532692,1.54E+12,1.54E+12,773105
1216,0.9373045,0.13529235,1.54E+12,1.54E+12,776683
1217,0.9373045,0.13532391,1.54E+12,1.54E+12,778018
1218,0.9373045,0.13534674,1.54E+12,1.54E+12,774758
1219,0.9373045,0.13533206,1.54E+12,1.54E+12,775804
1220,0.9373045,0.13526464,1.54E+12,1.54E+12,778644
1221,0.9373045,0.13528726,1.54E+12,1.54E+12,780926
1222,0.9373045,0.135316,1.54E+12,1.54E+12,783316
1223,0.9373045,0.13547029,1.54E+12,1.54E+12,786961
1224,0.9373045,0.13549383,1.54E+12,1.54E+12,780035
1225,0.9373045,0.13551712,1.54E+12,1.54E+12,782215
1226,0.9373045,0.13554117,1.54E+12,1.54E+12,783441
1227,0.9373045,0.13555275,1.54E+12,1.54E+12,782038
1228,0.9373045,0.13557611,1.54E+12,1.54E+12,783791
1229,0.9373045,0.13568531,1.54E+12,1.54E+12,785201
1230,0.9373045,0.13581905,1.54E+12,1.54E+12,790513
1231,0.9373045,0.13581589,1.54E+12,1.54E+12,790553
1232,0.9373045,0.1358411,1.54E+12,1.54E+12,787954
1233,0.9373045,0.1358647,1.54E+12,1.54E+12,793245
1234,0.9373045,0.13588868,1.54E+12,1.54E+12,792094
1235,0.9373045,0.135912,1.54E+12,1.54E+12,795935
1236,0.9371115,0.13580081,1.54E+12,1.54E+12,792677
1237,0.9371115,0.13580959,1.54E+12,1.54E+12,793124
1238,0.9371115,0.13583365,1.54E+12,1.54E+12,793946
1239,0.9371115,0.13585876,1.54E+12,1.54E+12,795003
1240,0.9371115,0.1358827,1.54E+12,1.54E+12,794492
1241,0.9371115,0.13590434,1.54E+12,1.54E+12,797588
1242,0.9371115,0.13590547,1.54E+12,1.54E+12,794150
1243,0.9371115,0.13591121,1.54E+12,1.54E+12,795900
1244,0.9371115,0.13592044,1.54E+12,1.54E+12,796291
1245,0.9371115,0.13593052,1.54E+12,1.54E+12,798339
1246,0.9371115,0.13593596,1.54E+12,1.54E+12,797909
1247,0.9371115,0.13595784,1.54E+12,1.54E+12,800849
1248,0.9371115,0.13598128,1.54E+12,1.54E+12,800277
1249,0.9371115,0.1360043,1.54E+12,1.54E+12,799174
1250,0.9371115,0.13602658,1.54E+12,1.54E+12,791330
1251,0.9371115,0.13604824,1.54E+12,1.54E+12,800456
1252,0.9371115,0.1360719,1.54E+12,1.54E+12,799824
1253,0.9371115,0.13610533,1.54E+12,1.54E+12,801109
1254,0.9371115,0.13612866,1.54E+12,1.54E+12,805143
1255,0.9371115,0.13614929,1.54E+12,1.54E+12,803491
1256,0.93691695,0.13608769,1.54E+12,1.54E+12,804049
1257,0.93691695,0.13611057,1.54E+12,1.54E+12,804472
1258,0.9367253,0.13600215,1.54E+12,1.54E+12,804190
1259,0.9367253,0.13602619,1.54E+12,1.54E+12,809197
1260,0.9367253,0.1360496,1.54E+12,1.54E+12,804725
1261,0.9367253,0.13607429,1.54E+12,1.54E+12,808100
1262,0.9367253,0.13609801,1.54E+12,1.54E+12,804908
1263,0.9367253,0.13612208,1.54E+12,1.54E+12,806572
1264,0.9367253,0.13614555,1.54E+12,1.54E+12,807805
1265,0.9367253,0.1361698,1.54E+12,1.54E+12,805729
1266,0.9367253,0.1361944,1.54E+12,1.54E+12,806535
1267,0.9367253,0.13621832,1.54E+12,1.54E+12,807651
1268,0.9367253,0.13624233,1.54E+12,1.54E+12,806015
1269,0.9367253,0.13626567,1.54E+12,1.54E+12,810813
1270,0.9367253,0.13628936,1.54E+12,1.54E+12,808260
1271,0.9367253,0.1363136,1.54E+12,1.54E+12,812086
1272,0.93633926,0.13612361,1.54E+12,1.54E+12,810199
1273,0.93633926,0.13614707,1.54E+12,1.54E+12,813307
1274,0.93633926,0.13619094,1.54E+12,1.54E+12,812800
1275,0.93614626,0.13611716,1.54E+12,1.54E+12,811310
1276,0.93614626,0.13614093,1.54E+12,1.54E+12,812947
1277,0.93614626,0.13616456,1.54E+12,1.54E+12,811878
1278,0.93614626,0.13618907,1.54E+12,1.54E+12,814359
1279,0.93614626,0.13621244,1.54E+12,1.54E+12,813778
1280,0.93595314,0.13610074,1.54E+12,1.54E+12,812706
1281,0.93595314,0.13612345,1.54E+12,1.54E+12,816377
1282,0.93595314,0.13614777,1.54E+12,1.54E+12,814192
1283,0.93595314,0.13617118,1.54E+12,1.54E+12,817396
1284,0.93595314,0.13619432,1.54E+12,1.54E+12,818886
1285,0.93595314,0.13621607,1.54E+12,1.54E+12,816752
1286,0.93595314,0.13623841,1.54E+12,1.54E+12,815381
1287,0.93595314,0.13625988,1.54E+12,1.54E+12,817460
1288,0.93595314,0.1362813,1.54E+12,1.54E+12,821155
1289,0.93595314,0.13630351,1.54E+12,1.54E+12,818908
1290,0.93595314,0.13632631,1.54E+12,1.54E+12,818466
1291,0.93595314,0.13634738,1.54E+12,1.54E+12,819016
1292,0.93595314,0.13636833,1.54E+12,1.54E+12,819685
1293,0.93595314,0.13640006,1.54E+12,1.54E+12,821570
1294,0.93595314,0.13642398,1.54E+12,1.54E+12,821991
1295,0.93595314,0.13644835,1.54E+12,1.54E+12,822469
1296,0.93595314,0.13647243,1.54E+12,1.54E+12,825652
1297,0.93595314,0.13653506,1.54E+12,1.54E+12,824172
1298,0.93595314,0.13657054,1.54E+12,1.54E+12,825504
1299,0.93595314,0.1366045,1.54E+12,1.54E+12,829004
1300,0.93614626,0.1367668,1.54E+12,1.54E+12,832778
1301,0.93614626,0.1368065,1.54E+12,1.54E+12,829496
1302,0.93614626,0.13682804,1.54E+12,1.54E+12,830319
1303,0.93614626,0.13686031,1.54E+12,1.54E+12,829519
1304,0.93614626,0.13688907,1.54E+12,1.54E+12,828771
1305,0.93614626,0.13691758,1.54E+12,1.54E+12,830979
1306,0.93614626,0.13695104,1.54E+12,1.54E+12,832880
1307,0.93614626,0.13697384,1.54E+12,1.54E+12,835361
1308,0.93614626,0.13700643,1.54E+12,1.54E+12,836391
1309,0.93614626,0.13703461,1.54E+12,1.54E+12,835182
1310,0.93614626,0.13705906,1.54E+12,1.54E+12,835463
1311,0.93614626,0.13708273,1.54E+12,1.54E+12,836851
1312,0.93614626,0.13711265,1.54E+12,1.54E+12,840328
1313,0.93614626,0.13714439,1.54E+12,1.54E+12,841074
1314,0.93614626,0.13717511,1.54E+12,1.54E+12,844900
1315,0.93614626,0.13721542,1.54E+12,1.54E+12,840983
1316,0.93614626,0.13725612,1.54E+12,1.54E+12,844778
1317,0.93614626,0.13728417,1.54E+12,1.54E+12,845026
1318,0.93614626,0.13730891,1.54E+12,1.54E+12,842907
1319,0.93614626,0.13733396,1.54E+12,1.54E+12,844014
1320,0.93614626,0.13736692,1.54E+12,1.54E+12,843799
1321,0.93614626,0.13739426,1.54E+12,1.54E+12,847630
1322,0.93614626,0.13742766,1.54E+12,1.54E+12,846583
1323,0.93614626,0.13744847,1.54E+12,1.54E+12,852775
1324,0.93614626,0.13748689,1.54E+12,1.54E+12,853397
1325,0.93614626,0.13752964,1.54E+12,1.54E+12,851722
1326,0.93614626,0.13755038,1.54E+12,1.54E+12,859211
1327,0.93614626,0.13757367,1.54E+12,1.54E+12,875429
1328,0.93614626,0.13759938,1.54E+12,1.54E+12,850717
1329,0.93614626,0.13764969,1.54E+12,1.54E+12,855521
1330,0.93614626,0.13769783,1.54E+12,1.54E+12,854790
1331,0.93614626,0.13772893,1.54E+12,1.54E+12,856173
1332,0.93614626,0.1377505,1.54E+12,1.54E+12,852771
1333,0.93614626,0.13777414,1.54E+12,1.54E+12,855754
1334,0.93614626,0.13779812,1.54E+12,1.54E+12,856780
1335,0.93614626,0.13782223,1.54E+12,1.54E+12,853961
1336,0.93614626,0.13790177,1.54E+12,1.54E+12,859728
1337,0.93595314,0.13779345,1.54E+12,1.54E+12,857774
1338,0.93595314,0.13786577,1.54E+12,1.54E+12,858996
1339,0.93595314,0.13788989,1.54E+12,1.54E+12,861112
1340,0.93595314,0.13794217,1.54E+12,1.54E+12,861439
1341,0.93595314,0.13799207,1.54E+12,1.54E+12,860810
1342,0.93595314,0.13801652,1.54E+12,1.54E+12,859915
1343,0.93595314,0.13806893,1.54E+12,1.54E+12,860488
1344,0.93614626,0.13825355,1.54E+12,1.54E+12,864474
1345,0.93614626,0.1383338,1.54E+12,1.54E+12,867245
1346,0.93614626,0.13836436,1.54E+12,1.54E+12,862435
1347,0.93614626,0.13838932,1.54E+12,1.54E+12,863906
1348,0.93614626,0.1384143,1.54E+12,1.54E+12,868459
1349,0.93614626,0.13845441,1.54E+12,1.54E+12,868282
1350,0.93614626,0.13849553,1.54E+12,1.54E+12,868804
1351,0.93614626,0.1385208,1.54E+12,1.54E+12,867801
1352,0.93614626,0.13857034,1.54E+12,1.54E+12,875621
1353,0.93614626,0.13860366,1.54E+12,1.54E+12,869893
1354,0.93614626,0.13862649,1.54E+12,1.54E+12,871164
1355,0.93614626,0.13865426,1.54E+12,1.54E+12,871995
1356,0.93614626,0.13868651,1.54E+12,1.54E+12,872093
1357,0.93614626,0.13872041,1.54E+12,1.54E+12,874146
1358,0.93614626,0.13874365,1.54E+12,1.54E+12,872239
1359,0.93614626,0.1387721,1.54E+12,1.54E+12,870649
1360,0.93614626,0.13880084,1.54E+12,1.54E+12,875367
1361,0.93614626,0.13882521,1.54E+12,1.54E+12,874640
1362,0.93614626,0.13886616,1.54E+12,1.54E+12,874509
1363,0.93614626,0.13898653,1.54E+12,1.54E+12,877777
1364,0.93614626,0.13902482,1.54E+12,1.54E+12,878213
1365,0.93614626,0.139067,1.54E+12,1.54E+12,881097
1366,0.93614626,0.13918623,1.54E+12,1.54E+12,879172
1367,0.93614626,0.1392125,1.54E+12,1.54E+12,882941
1368,0.93614626,0.13932607,1.54E+12,1.54E+12,882913
1369,0.93614626,0.13939154,1.54E+12,1.54E+12,882705
1370,0.93614626,0.13950072,1.54E+12,1.54E+12,887804
1371,0.93614626,0.13970153,1.54E+12,1.54E+12,890537
1372,0.93614626,0.13974574,1.54E+12,1.54E+12,889744
1373,0.93614626,0.13977823,1.54E+12,1.54E+12,888524
1374,0.93614626,0.13980438,1.54E+12,1.54E+12,889531
1375,0.93614626,0.13982823,1.54E+12,1.54E+12,895275
1376,0.93614626,0.13985258,1.54E+12,1.54E+12,889044
1377,0.93614626,0.13987707,1.54E+12,1.54E+12,891379
1378,0.93614626,0.1399568,1.54E+12,1.54E+12,894529
1379,0.93614626,0.13998169,1.54E+12,1.54E+12,896016
1380,0.93614626,0.14000691,1.54E+12,1.54E+12,896671
1381,0.93614626,0.14003246,1.54E+12,1.54E+12,894095
1382,0.93614626,0.14012097,1.54E+12,1.54E+12,896154
1383,0.93614626,0.14015612,1.54E+12,1.54E+12,898576
1384,0.93614626,0.14018293,1.54E+12,1.54E+12,897593
1385,0.93614626,0.14020896,1.54E+12,1.54E+12,894370
1386,0.93614626,0.14029995,1.54E+12,1.54E+12,900337
1387,0.93595314,0.14020264,1.54E+12,1.54E+12,900846
1388,0.93595314,0.14023036,1.54E+12,1.54E+12,903258
1389,0.93595314,0.1403105,1.54E+12,1.54E+12,895360
1390,0.93595314,0.14092359,1.54E+12,1.54E+12,919414
1391,0.93595314,0.14095059,1.54E+12,1.54E+12,918863
1392,0.93614614,0.14130715,1.54E+12,1.54E+12,927110
1393,0.93614614,0.14133403,1.54E+12,1.54E+12,923351
1394,0.93614614,0.14136107,1.54E+12,1.54E+12,925563
1395,0.93614614,0.14141421,1.54E+12,1.54E+12,926129
1396,0.93614614,0.14144117,1.54E+12,1.54E+12,929710
1397,0.93614614,0.14146826,1.54E+12,1.54E+12,926467
1398,0.93614614,0.14170542,1.54E+12,1.54E+12,933362
1399,0.93614614,0.14173068,1.54E+12,1.54E+12,932648
1400,0.93614614,0.14196928,1.54E+12,1.54E+12,937280
1401,0.93614614,0.14202799,1.54E+12,1.54E+12,941179
1402,0.93614614,0.1420708,1.54E+12,1.54E+12,943518
1403,0.93614614,0.14228965,1.54E+12,1.54E+12,944101
1404,0.93614614,0.14232779,1.54E+12,1.54E+12,952979
1405,0.93614614,0.14236195,1.54E+12,1.54E+12,948026
1406,0.93614614,0.14242205,1.54E+12,1.54E+12,952033
1407,0.93595314,0.1423228,1.54E+12,1.54E+12,949084
1408,0.93595314,0.14239821,1.54E+12,1.54E+12,951693
1409,0.93595314,0.14242248,1.54E+12,1.54E+12,958949
1410,0.93595314,0.14262612,1.54E+12,1.54E+12,956468
1411,0.93595314,0.14281857,1.54E+12,1.54E+12,965716
1412,0.93595314,0.14303261,1.54E+12,1.54E+12,977534
1413,0.93595314,0.14311287,1.54E+12,1.54E+12,982477
1414,0.93595314,0.14313617,1.54E+12,1.54E+12,979512
1415,0.93595314,0.14317536,1.54E+12,1.54E+12,970615
1416,0.93595314,0.14319819,1.54E+12,1.54E+12,971393
1417,0.93595314,0.14324127,1.54E+12,1.54E+12,971857
1418,0.93595314,0.1432641,1.54E+12,1.54E+12,974256
1419,0.93595314,0.14328602,1.54E+12,1.54E+12,973401
1420,0.93595314,0.14330763,1.54E+12,1.54E+12,987392
1421,0.93595314,0.143337,1.54E+12,1.54E+12,972250
1422,0.93595314,0.1433342,1.54E+12,1.54E+12,974435
1423,0.93595314,0.14335549,1.54E+12,1.54E+12,978970
1424,0.93614626,0.14351842,1.54E+12,1.54E+12,976455
1425,0.93614626,0.14353815,1.54E+12,1.54E+12,982730
1426,0.93614626,0.14355886,1.54E+12,1.54E+12,980426
1427,0.93614626,0.14358562,1.54E+12,1.54E+12,979671
1428,0.93614626,0.14361414,1.54E+12,1.54E+12,977831
1429,0.93614626,0.14363545,1.54E+12,1.54E+12,978347
1430,0.93614626,0.14365602,1.54E+12,1.54E+12,977930
1431,0.93614626,0.14367798,1.54E+12,1.54E+12,982096
1432,0.93614626,0.14369962,1.54E+12,1.54E+12,980973
1433,0.93614626,0.14372727,1.54E+12,1.54E+12,978259
1434,0.93614626,0.14374883,1.54E+12,1.54E+12,978619
1435,0.93614626,0.14377066,1.54E+12,1.54E+12,984826
1436,0.93614626,0.14379868,1.54E+12,1.54E+12,982094
1437,0.93614626,0.14382517,1.54E+12,1.54E+12,981280
1438,0.93614626,0.14384666,1.54E+12,1.54E+12,983520
1439,0.93614626,0.14386776,1.54E+12,1.54E+12,983269
1440,0.93614626,0.1438882,1.54E+12,1.54E+12,986607
1441,0.93614626,0.14390825,1.54E+12,1.54E+12,993327
1442,0.93614626,0.14392735,1.54E+12,1.54E+12,988659
1443,0.93614626,0.14394678,1.54E+12,1.54E+12,984251
1444,0.93614626,0.14396633,1.54E+12,1.54E+12,988653
1445,0.93614626,0.14398552,1.54E+12,1.54E+12,986923
1446,0.93614626,0.14400461,1.54E+12,1.54E+12,996541
1447,0.93614626,0.14402416,1.54E+12,1.54E+12,983795
1448,0.93614626,0.14404173,1.54E+12,1.54E+12,982152
1449,0.93614626,0.14406094,1.54E+12,1.54E+12,992948
1450,0.93614626,0.14407773,1.54E+12,1.54E+12,985189
1451,0.93614626,0.14409557,1.54E+12,1.54E+12,993052
1452,0.93614626,0.1441135,1.54E+12,1.54E+12,993815
1453,0.93614626,0.14413153,1.54E+12,1.54E+12,991250
1454,0.93614626,0.14414707,1.54E+12,1.54E+12,993631
1455,0.9365323,0.14437632,1.54E+12,1.54E+12,997207
1456,0.9365323,0.14440414,1.54E+12,1.54E+12,996288
1457,0.9365323,0.14442013,1.54E+12,1.54E+12,999804
1458,0.93672544,0.14455864,1.54E+12,1.54E+12,999622
1459,0.93672544,0.14457469,1.54E+12,1.54E+12,999926
1460,0.93672544,0.14460205,1.54E+12,1.54E+12,999339
1461,0.93672544,0.1446192,1.54E+12,1.54E+12,1000698
1462,0.93672544,0.1446354,1.54E+12,1.54E+12,1000022
1463,0.93672544,0.14466378,1.54E+12,1.54E+12,1000507
1464,0.93672544,0.14468104,1.54E+12,1.54E+12,996709
1465,0.9373046,0.1450514,1.54E+12,1.54E+12,1002312
1466,0.9373046,0.14508383,1.54E+12,1.54E+12,1003983
1467,0.9373046,0.14510153,1.54E+12,1.54E+12,1003781
1468,0.9373046,0.14511769,1.54E+12,1.54E+12,1000413
1469,0.9373046,0.14515711,1.54E+12,1.54E+12,1004448
1470,0.9373046,0.14518109,1.54E+12,1.54E+12,1009329
1471,0.9373046,0.14519694,1.54E+12,1.54E+12,997819
1472,0.9373046,0.14523482,1.54E+12,1.54E+12,1006378
1473,0.9373046,0.14524916,1.54E+12,1.54E+12,1007300
1474,0.9380768,0.145687,1.54E+12,1.54E+12,1012907
